"","word","modality","fit","se","lwr","upr","avg_expressibility_norm","n","diff_expr","diff_rank","SemanticSubcat","German","English"
"33","berg","vocal",0.293234491694497,0.0495487391921941,0.206435154799446,0.397515033578667,0.271083673025,94,0.399789512065909,22,"environment","Berg","mountain"
"34","bijten","gesture",0.78936921312398,0.0342375449390045,0.711555347088147,0.848158110424543,0.837969670625,21,0.159944371863095,15,"vocal_oral","beißen","to bite"
"35","bijten","multimodal",0.780787353476052,0.0330358787311218,0.707967910374531,0.837996535179603,0.805057314868421,36,0.159944371863095,15,"vocal_oral","beißen","to bite"
"36","bijten","vocal",0.630806318991741,0.0540943460611655,0.522790150288932,0.732017893942559,0.678025298761905,25,0.159944371863095,15,"vocal_oral","beißen","to bite"
"37","bitter","gesture",0.292954747649633,0.0387103713747583,0.224268169262438,0.3767264148163,0.21737529575,194,0.220675803702381,71,"gustatory","bitter","bitter"
"38","bitter","multimodal",0.409931680900947,0.0408554982340094,0.333239571825042,0.491558601656201,0.438051099452381,150,0.220675803702381,71,"gustatory","bitter","bitter"
"39","bitter","vocal",0.216327314802303,0.0396436076203989,0.147111836095508,0.303926383023973,0.223094456225,123,0.220675803702381,71,"gustatory","bitter","bitter"
"40","blad","gesture",0.385080035904712,0.0427438845441511,0.304335393632622,0.471624549631184,0.369348386815789,153,0.184974657571429,26,"plant","Blatt","leaf"
"41","blad","multimodal",0.412208495396661,0.0384343157279028,0.336167332427,0.487873054483748,0.383152066571429,163,0.184974657571429,26,"plant","Blatt","leaf"
"42","blad","vocal",0.204153384027077,0.0360530387062423,0.142928645441221,0.281198960644257,0.198177409,137,0.184974657571429,26,"plant","Blatt","leaf"
"43","blauw","gesture",0.267833564318689,0.0411960809524677,0.19627211449071,0.357160911742886,0.204086064972222,197,0.196836050922368,23,"visual","blau","blue"
"44","blauw","multimodal",0.339164534570936,0.0419764539390408,0.260895955268388,0.425972090267676,0.315064972475,174,0.196836050922368,23,"visual","blau","blue"
"45","blauw","vocal",0.146746386699216,0.0334777448498874,0.0925745365359461,0.224520472565204,0.118228921552632,193,0.196836050922368,23,"visual","blau","blue"
"46","blazen","gesture",0.685429206662026,0.0446907062881285,0.593262446159528,0.766560154050149,0.632549236625,72,0.235922776269737,67,"vocal_oral","pusten","to blow"
"47","blazen","multimodal",0.771868227601179,0.0337872655317549,0.698634379579931,0.831932083335139,0.868472012894737,10,0.235922776269737,67,"vocal_oral","pusten","to blow"
"48","blazen","vocal",0.804899338862105,0.0360904965339683,0.720526261614783,0.867141930151426,0.844697994904762,5,0.235922776269737,67,"vocal_oral","pusten","to blow"
"49","blij","gesture",0.816658517993599,0.0280915284741326,0.752016979623405,0.864687255606866,0.868772011428571,10,0.274256859785714,20,"valence","glücklich","happy"
"50","blij","multimodal",0.797111861932731,0.0282011902796729,0.735052133743211,0.847928447303269,0.812882190380952,29,0.274256859785714,20,"valence","glücklich","happy"
"51","blij","vocal",0.571044680466086,0.0555173435369907,0.458921936412894,0.677822798616022,0.594515151642857,30,0.274256859785714,20,"valence","glücklich","happy"
"52","bliksem","gesture",0.524275426365571,0.0428169127793327,0.438220100042253,0.608646495647833,0.5045853588,114,0.0793549610684211,80,"environment","Blitz","lightning"
"53","bliksem","multimodal",0.596374660591837,0.043023197205406,0.510293608339572,0.677185346150428,0.583940319868421,101,0.0793549610684211,80,"environment","Blitz","lightning"
"54","bliksem","vocal",0.547042677714862,0.0537799964381011,0.439530008735948,0.650620615413482,0.555583959386364,34,0.0793549610684211,80,"environment","Blitz","lightning"
"55","bloed","gesture",0.464732065216696,0.0472872781765934,0.375235144913782,0.555162535043685,0.482624660325,123,0.2936633112,35,"other","Blut","blood"
"56","bloed","multimodal",0.451536289505373,0.041935810830795,0.371433670448022,0.534556442560447,0.40322871047619,158,0.2936633112,35,"other","Blut","blood"
"57","bloed","vocal",0.205502750520658,0.0373622728085472,0.140821821566477,0.288437183578677,0.188961349125,147,0.2936633112,35,"other","Blut","blood"
"58","boos","gesture",0.803397202601275,0.028582152738923,0.738610874308137,0.853007232086321,0.824699827175,23,0.0660194216547618,11,"valence","verärgert","angry"
"59","boos","multimodal",0.818338548154209,0.0265251686005237,0.762022954478031,0.865494737113363,0.83742786725,20,0.0660194216547618,11,"valence","verärgert","angry"
"60","boos","vocal",0.742718182569027,0.0391562096343659,0.655188852555854,0.811396136040523,0.771408445595238,12,0.0660194216547618,11,"valence","verärgert","angry"
"61","borst","gesture",0.537793850280212,0.0462899185386326,0.445334283079348,0.625157264847222,0.515123725825,111,0.435149567363636,50,"other","Brust","breast"
"62","borst","multimodal",0.60430254929235,0.0415691101834196,0.521509252485022,0.680606783085155,0.642992189931818,79,0.435149567363636,50,"other","Brust","breast"
"63","borst","vocal",0.233143682392736,0.0403172605646609,0.163108002257011,0.324534815503959,0.207842622568182,129,0.435149567363636,50,"other","Brust","breast"
"64","bot (kenmerk, niet lichaam)","gesture",0.243443583774351,0.0365578613605769,0.178880731854635,0.325413395535143,0.222973106775,189,0.062092827025,87,"haptic","stumpf","blunt"
"65","bot (kenmerk, niet lichaam)","multimodal",0.309841622823284,0.0375357758753727,0.241380538419425,0.385661596865524,0.2850659338,189,0.062092827025,87,"haptic","stumpf","blunt"
"66","bot (kenmerk, niet lichaam)","vocal",0.242037368268324,0.0396391095584154,0.173020342134847,0.328633572049573,0.25908941347619,102,0.062092827025,87,"haptic","stumpf","blunt"
"67","bot (lichaam)","gesture",0.448263329439895,0.043548278077722,0.364235349648256,0.533472829155373,0.4195848068,136,0.343046242857143,38,"other","Knochen","bone"
"68","bot (lichaam)","multimodal",0.506214563011151,0.0420946358594445,0.425403298762235,0.586286777081017,0.529557320880952,113,0.343046242857143,38,"other","Knochen","bone"
"69","bot (lichaam)","vocal",0.203641467177131,0.0359565596805708,0.141906454976299,0.290064404995378,0.18651107802381,151,0.343046242857143,38,"other","Knochen","bone"
"70","boven","gesture",0.702802251924036,0.0405481063860395,0.618895153375736,0.77675310647867,0.740669611,43,0.4749065643,56,"spatial","oben","up"
"71","boven","multimodal",0.714592536393743,0.0369543461411094,0.637715807589567,0.781590886640576,0.699386417022727,64,0.4749065643,56,"spatial","oben","up"
"72","boven","vocal",0.267941870840414,0.0491963946236226,0.183020270379723,0.374070490736646,0.2657630467,99,0.4749065643,56,"spatial","oben","up"
"73","dij","gesture",0.352066156995936,0.0433285240694464,0.270191862493932,0.441119691546463,0.3666996744,155,0.295800239285714,49,"other","Oberschenkel","thigh"
"74","dij","multimodal",0.369875275380037,0.0404360275614712,0.294133620543166,0.451340570463253,0.380047675833333,164,0.295800239285714,49,"other","Oberschenkel","thigh"
"75","dij","vocal",0.116538834720777,0.0244084837337144,0.0780615713437083,0.176966931652103,0.084247436547619,204,0.295800239285714,49,"other","Oberschenkel","thigh"
"76","dik","gesture",0.756025272446115,0.0335622681647751,0.683129413182766,0.816211962637741,0.774052405772727,37,0.568601160238095,83,"quantity","dick","thick"
"77","dik","multimodal",0.771118812288284,0.0319002566030692,0.703078651173636,0.827566811688026,0.826013715666667,22,0.568601160238095,83,"quantity","dick","thick"
"78","dik","vocal",0.328615079796333,0.0512449996695566,0.239494011454605,0.441970366614292,0.257412555428571,105,0.568601160238095,83,"quantity","dick","thick"
"79","dit","gesture",0.308627270323582,0.0397379059918286,0.234614694110425,0.393357279473337,0.306892856738095,171,0.0740726248696742,69,"spatial","das","this"
"80","dit","multimodal",0.332273175042265,0.039146278948503,0.258806986383948,0.413523048555719,0.289761406225,188,0.0740726248696742,69,"spatial","das","this"
"81","dit","vocal",0.232360441456,0.0423436480471827,0.158087040551653,0.325722332869457,0.232820231868421,119,0.0740726248696742,69,"spatial","das","this"
"82","doen","gesture",0.207494267256205,0.0293612762867743,0.154957266310086,0.272484791561566,0.200794256583333,198,0.0529958276622807,21,"other","tun","to do"
"83","doen","multimodal",0.220664330006387,0.028641367343348,0.16982827781375,0.279568178691103,0.158535167166667,205,0.0529958276622807,21,"other","tun","to do"
"84","doen","vocal",0.148307510184627,0.0285094458027966,0.100721341964304,0.21354422398098,0.147798428921053,184,0.0529958276622807,21,"other","tun","to do"
"85","donker","gesture",0.435887839288266,0.0443446488813372,0.35096164339798,0.524053471960972,0.418003817619048,137,0.260591141052273,13,"visual","dunkel","dark"
"86","donker","multimodal",0.440460452540601,0.0430795545777611,0.358201085020734,0.52527243457193,0.447810451575,146,0.260591141052273,13,"visual","dunkel","dark"
"87","donker","vocal",0.212673704299554,0.0366174291336484,0.150012333247518,0.290640743619851,0.187219310522727,150,0.260591141052273,13,"visual","dunkel","dark"
"88","dood","gesture",0.757042017775672,0.0396449479067771,0.669941181507613,0.826587624079723,0.815517407025,28,0.401950775375,23,"animate","tot","dead"
"89","dood","multimodal",0.733361242994679,0.0379200184677105,0.655488567383087,0.801256777976006,0.784267666681818,45,0.401950775375,23,"animate","tot","dead"
"90","dood","vocal",0.424447484664788,0.0575103118029836,0.317854288096063,0.535971222440235,0.41356663165,51,0.401950775375,23,"animate","tot","dead"
"91","dragen","gesture",0.583920719853068,0.0420230708820068,0.498980129043296,0.662473472102617,0.611329607880952,77,0.420788644355952,69,"manual","tragen","to carry"
"92","dragen","multimodal",0.561132778399624,0.0419875514547657,0.47904014255652,0.643144606486835,0.567911916857143,106,0.420788644355952,69,"manual","tragen","to carry"
"93","dragen","vocal",0.21515835286756,0.0396716270723471,0.145872789075961,0.30616292049069,0.190540963525,146,0.420788644355952,69,"manual","tragen","to carry"
"94","drinken","gesture",0.82906128326937,0.0266030016822658,0.770355925579997,0.874104840133948,0.869970859428571,9,0.189916091952381,28,"vocal_oral","trinken","to drink"
"95","drinken","multimodal",0.809836912292131,0.0266654757745316,0.750339325481252,0.857896718235691,0.801573572275,37,0.189916091952381,28,"vocal_oral","trinken","to drink"
"96","drinken","vocal",0.657257438898991,0.0396925338590191,0.574771791352325,0.732462958005513,0.68005476747619,24,0.189916091952381,28,"vocal_oral","trinken","to drink"
"97","dromen","gesture",0.482430132934977,0.0452206610834431,0.391586037798717,0.571546447433247,0.502891987333333,116,0.266398165533333,10,"cognitive","träumen","to dream"
"98","dromen","multimodal",0.475151872078386,0.0445792557712313,0.38705416586483,0.562189868210474,0.485668123825,126,0.266398165533333,10,"cognitive","träumen","to dream"
"99","dromen","vocal",0.264109085310799,0.0424111404906949,0.188641761659126,0.356859953280112,0.2364938218,116,0.266398165533333,10,"cognitive","träumen","to dream"
"100","droog","gesture",0.269173865423122,0.0347703019754998,0.206491068960432,0.343482897018529,0.23746789725,186,0.056957090118421,101,"environment","trocken","dry"
"101","droog","multimodal",0.318636248204106,0.0381432152822538,0.248368071157349,0.398296740578346,0.294424987368421,185,0.056957090118421,101,"environment","trocken","dry"
"102","droog","vocal",0.287018998705197,0.0465333164103772,0.203362260417496,0.385480757810241,0.28223406105,85,0.056957090118421,101,"environment","trocken","dry"
"103","één","gesture",0.855376646456485,0.0260737735216348,0.793377959484005,0.89859113900386,0.902057714214286,2,0.696073217056391,129,"quantity","eins","one"
"104","één","multimodal",0.83250427194786,0.0269209956342369,0.771281135043747,0.880293934812541,0.8721747393,9,0.696073217056391,129,"quantity","eins","one"
"105","één","vocal",0.241139637394371,0.040831984451142,0.1707641157203,0.332492833499952,0.205984497157895,131,0.696073217056391,129,"quantity","eins","one"
"106","ei","gesture",0.544032893390897,0.0465670645868471,0.449469793709329,0.634024632219335,0.518119559025,110,0.336557670289474,12,"object","Ei","egg"
"107","ei","multimodal",0.581869764370725,0.0449245712707207,0.492793563638699,0.668683970780011,0.589916989,98,0.336557670289474,12,"object","Ei","egg"
"108","ei","vocal",0.285898227923063,0.0499876231073839,0.197633133846262,0.393887159142861,0.253359318710526,107,0.336557670289474,12,"object","Ei","egg"
"109","eten","gesture",0.814150897668415,0.0299029501598524,0.748089308201403,0.864832522021888,0.86426562735,13,0.162313365040476,30,"vocal_oral","essen","to eat"
"110","eten","multimodal",0.799190159656115,0.0296071548951543,0.736874805516196,0.851064663384497,0.789264610710526,43,0.162313365040476,30,"vocal_oral","essen","to eat"
"111","eten","vocal",0.672223914137149,0.0483711842005969,0.570734555755401,0.759458350220283,0.701952262309524,21,0.162313365040476,30,"vocal_oral","essen","to eat"
"112","fluisteren","gesture",0.614185534650123,0.0445107324486743,0.525285353905609,0.696778204769283,0.575180307238095,89,0.211473007986905,76,"auditory","flüstern","to whisper"
"113","fluisteren","multimodal",0.722446820622791,0.0360581057883229,0.646691387757358,0.788224978693907,0.786653315225,44,0.211473007986905,76,"auditory","flüstern","to whisper"
"114","fluisteren","vocal",0.704558407966572,0.0505025853986943,0.595355690492358,0.792325442946029,0.768121871295455,13,0.211473007986905,76,"auditory","flüstern","to whisper"
"115","fruit","gesture",0.417151448781176,0.0383297671195426,0.344624032612169,0.493043670388144,0.428201814809524,134,0.223546653572682,32,"plant","Frucht","fruit"
"116","fruit","multimodal",0.410794271343711,0.0374981813370396,0.33927034537695,0.482053270993255,0.372027340190476,165,0.223546653572682,32,"plant","Frucht","fruit"
"117","fruit","vocal",0.218976751612522,0.0376216254299075,0.154138179830448,0.301191935563887,0.204655161236842,133,0.223546653572682,32,"plant","Frucht","fruit"
"118","gaan","gesture",0.474347110055132,0.0407591379012798,0.392846708246347,0.559205852084282,0.481416819761905,124,0.283616335225,11,"locomotion","(weg)gehen","to go"
"119","gaan","multimodal",0.487459263634224,0.0410941018675133,0.410975535739427,0.567919724591867,0.4856012015,127,0.283616335225,11,"locomotion","(weg)gehen","to go"
"120","gaan","vocal",0.219930300134118,0.0386455703366789,0.152317303784254,0.30761347049702,0.201984866275,135,0.283616335225,11,"locomotion","(weg)gehen","to go"
"121","geel","gesture",0.174569883370743,0.0301702869848255,0.122492998264277,0.243330588865465,0.115368080375,205,0.0968182214821428,56,"visual","gelb","yellow"
"122","geel","multimodal",0.228361830590198,0.033496980177859,0.169875362992995,0.300076570756915,0.212186301857143,197,0.0968182214821428,56,"visual","gelb","yellow"
"123","geel","vocal",0.176982260969185,0.0330487675709416,0.120832439310547,0.253988603965455,0.188462207477273,149,0.0968182214821428,56,"visual","gelb","yellow"
"124","geur","gesture",0.579600706005224,0.0473363670360314,0.487312817528096,0.669123181093879,0.553221136952381,95,0.42519517898445,44,"olfactory","Geruch","odor"
"125","geur","multimodal",0.663893091213502,0.0405269484108449,0.583660453986954,0.737465258393039,0.743114365552632,51,0.42519517898445,44,"olfactory","Geruch","odor"
"126","geur","vocal",0.339048304377419,0.0470865765897536,0.250868172607359,0.438662264808615,0.317919186568182,74,0.42519517898445,44,"olfactory","Geruch","odor"
"127","geurig","gesture",0.435261867541376,0.0465929350292898,0.346546637273059,0.529166828951242,0.417767235738095,138,0.137340331049199,76,"olfactory","duftend","fragrant"
"128","geurig","multimodal",0.499379276893087,0.0453460442781646,0.409796377314182,0.585632057363955,0.514338040657895,118,0.137340331049199,76,"olfactory","duftend","fragrant"
"129","geurig","vocal",0.38720199507808,0.0504579827707604,0.293258873301607,0.491878399746711,0.376997709608696,62,0.137340331049199,76,"olfactory","duftend","fragrant"
"130","geven","gesture",0.666493498872782,0.0388782468626844,0.586782921610307,0.738560305528151,0.697991415809524,55,0.428587524044818,40,"manual","geben","to give"
"131","geven","multimodal",0.651307500517398,0.0373040775253135,0.575328819060258,0.720293622976172,0.671151307840909,71,0.428587524044818,40,"manual","geben","to give"
"132","geven","vocal",0.27474921806558,0.0496373681104953,0.187645515651603,0.386949363986216,0.269403891764706,95,0.428587524044818,40,"manual","geben","to give"
"133","gezond","gesture",0.242417659941294,0.0369372016093683,0.177918444356335,0.32350924245147,0.245392808264706,184,0.0653848164010695,42,"animate","gesund","healthy"
"134","gezond","multimodal",0.259232509090276,0.0339250328402705,0.19745437939263,0.332009464208536,0.207059851175,198,0.0653848164010695,42,"animate","gesund","healthy"
"135","gezond","vocal",0.198550046885769,0.0335054457701229,0.140414630681258,0.27255948419193,0.180007991863636,156,0.0653848164010695,42,"animate","gesund","healthy"
"136","gisteren","gesture",0.308069058272303,0.0393777115236983,0.235676419411261,0.393193820915343,0.308869357475,170,0.14485084365,21,"time","gestern","yesterday"
"137","gisteren","multimodal",0.310010103902945,0.0374721809371871,0.240292116014039,0.389559135369217,0.273764142357143,191,0.14485084365,21,"time","gestern","yesterday"
"138","gisteren","vocal",0.177153380678501,0.0343680758511791,0.117626799924899,0.258979165094565,0.164018513825,174,0.14485084365,21,"time","gestern","yesterday"
"139","glad","gesture",0.526231832166977,0.0487467673553847,0.428587018875914,0.621099101188831,0.54258701785,98,0.249069573925,49,"haptic","glatt","smooth"
"140","glad","multimodal",0.517598217008139,0.045251056906247,0.430845526710309,0.602836994525117,0.483505533325,129,0.249069573925,49,"haptic","glatt","smooth"
"141","glad","vocal",0.292443436289897,0.0485859309622339,0.208015981252512,0.400316920444896,0.293517443925,80,0.249069573925,49,"haptic","glatt","smooth"
"142","goed","gesture",0.689877771616598,0.0417683563160913,0.602249230341733,0.766446306122218,0.723848788727273,47,0.298319216009881,19,"valence","gut","good"
"143","goed","multimodal",0.687349749390516,0.0396818646388661,0.607027173536525,0.758009604289635,0.69582648885,66,0.298319216009881,19,"valence","gut","good"
"144","goed","vocal",0.424411245712279,0.0520429196357941,0.329759277262694,0.52647371490304,0.425529572717391,47,0.298319216009881,19,"valence","gut","good"
"145","gooien","gesture",0.828701788745495,0.0274786702775905,0.763846933302035,0.876788915894801,0.882611373428571,7,0.604164954103571,82,"manual","werfen","to throw"
"146","gooien","multimodal",0.803358078809513,0.0290793988803822,0.741255127042239,0.853677308720425,0.823519724785714,24,0.604164954103571,82,"manual","werfen","to throw"
"147","gooien","vocal",0.320485039861006,0.0492678434765222,0.231973611112005,0.425667352286993,0.278446419325,89,0.604164954103571,82,"manual","werfen","to throw"
"148","groen","gesture",0.217203603888505,0.0324532382893793,0.160076004330717,0.288893596765566,0.21050517675,196,0.0415211500833333,33,"visual","grün","green"
"149","groen","multimodal",0.227409195114417,0.0323811393398238,0.170850504809394,0.296836066359671,0.178649543775,202,0.0415211500833333,33,"visual","grün","green"
"150","groen","vocal",0.177246346368811,0.034485995408728,0.11765986752667,0.257733456110252,0.168984026666667,169,0.0415211500833333,33,"visual","grün","green"
"151","grommen","gesture",0.532788244110499,0.0490345264880029,0.43774869764444,0.630251429103327,0.407591574684211,141,0.402295707030075,133,"vocal_oral","knurren","to growl"
"152","grommen","multimodal",0.713482934843616,0.036559285152702,0.635907615980837,0.779734179818333,0.795961198159091,40,0.402295707030075,133,"vocal_oral","knurren","to growl"
"153","grommen","vocal",0.752178852242297,0.0422935932043867,0.653557998297866,0.824838899168364,0.809887281714286,8,0.402295707030075,133,"vocal_oral","knurren","to growl"
"154","groot","gesture",0.757657266434652,0.0337066306592874,0.68241084789785,0.816829735219849,0.788787937523809,33,0.469237472340909,36,"quantity","groß","big"
"155","groot","multimodal",0.762436541958013,0.0316029278283556,0.695765340430329,0.818592332048396,0.810998554136364,30,0.469237472340909,36,"quantity","groß","big"
"156","groot","vocal",0.351731108126326,0.0533084993368587,0.256662913584732,0.462467033201973,0.341761081795455,66,0.469237472340909,36,"quantity","groß","big"
"157","haar","gesture",0.586834628289196,0.0453388421823505,0.495781982903893,0.672775769083765,0.588440212952381,83,0.449267074090476,65,"other","Haare","hair"
"158","haar","multimodal",0.608994339756132,0.0429905900399199,0.520613536973489,0.68786685302173,0.6407802389,80,0.449267074090476,65,"other","Haare","hair"
"159","haar","vocal",0.203395591181581,0.0390146642856447,0.137171848105431,0.290438755571196,0.191513164809524,145,0.449267074090476,65,"other","Haare","hair"
"160","hand","gesture",0.615436732892918,0.0460687918511978,0.521653670113121,0.702244210771578,0.655758577357143,65,0.488834270534091,89,"manual","Hand","hand"
"161","hand","multimodal",0.635477209485833,0.043682460906375,0.547523364934677,0.71504964763338,0.670684068875,73,0.488834270534091,89,"manual","Hand","hand"
"162","hand","vocal",0.228747889084725,0.0423234774356582,0.156457806585605,0.323221128276097,0.181849798340909,154,0.488834270534091,89,"manual","Hand","hand"
"163","hard","gesture",0.43278628965631,0.0430742053465372,0.350511961251173,0.516846552748103,0.406700899380952,142,0.0606452296333333,88,"haptic","hart","hard"
"164","hard","multimodal",0.481865410748785,0.0423852875967127,0.39877970231006,0.565820992751749,0.4563091618,143,0.0606452296333333,88,"haptic","hart","hard"
"165","hard","vocal",0.378288144744061,0.0562510959328265,0.27606303822946,0.491276822328529,0.395663932166667,55,0.0606452296333333,88,"haptic","hart","hard"
"166","hartig","gesture",0.194132361131683,0.0319499811700733,0.140879181477123,0.264134792096933,0.117691074904762,204,0.118993236119048,19,"gustatory","herzhaft","savory"
"167","hartig","multimodal",0.260326964011288,0.0355822331544154,0.195662194888509,0.334124832431584,0.23668431102381,194,0.118993236119048,19,"gustatory","herzhaft","savory"
"168","hartig","vocal",0.159598207035521,0.0308923713368995,0.106391238665324,0.231474093748935,0.146680287190476,185,0.118993236119048,19,"gustatory","herzhaft","savory"
"169","heden","gesture",0.282892637484609,0.0385270445864194,0.211929532540185,0.362227555344943,0.264501402363636,180,0.164293507977273,12,"logical","gleich","same"
"170","heden","multimodal",0.314454378699762,0.0374997949235932,0.245393844007066,0.392733375576864,0.296230902977273,182,0.164293507977273,12,"logical","gleich","same"
"171","heden","vocal",0.149212125812446,0.0283837671658751,0.101039273869052,0.216800008346972,0.131937395,192,0.164293507977273,12,"logical","gleich","same"
"172","heet","gesture",0.794634265354394,0.0296615125809006,0.728785984943562,0.847957449159996,0.835045079380952,22,0.308049028555952,16,"temperature","heiß","hot"
"173","heet","multimodal",0.784796269040283,0.0295841774320034,0.720680466575759,0.83732202368468,0.801214337227273,38,0.308049028555952,16,"temperature","heiß","hot"
"174","heet","vocal",0.491805118867552,0.0561404840589928,0.385185600791336,0.602329268476557,0.526996050825,37,0.308049028555952,16,"temperature","heiß","hot"
"175","het","gesture",0.152312962314525,0.0272619797086114,0.10670471757932,0.212737262802651,0.11103755215,206,0.0275255195,17,"social","es","it"
"176","het","multimodal",0.168647472566803,0.0262214642381858,0.122156989822225,0.226759454308781,0.10767776102381,206,0.0275255195,17,"social","es","it"
"177","het","vocal",0.145964283499613,0.0317421211515746,0.092284408017032,0.22325722165036,0.13520328052381,189,0.0275255195,17,"social","es","it"
"178","hij","gesture",0.331435599759671,0.0410657675356022,0.26015696384798,0.415583794908592,0.270915819977273,177,0.181042783681818,55,"social","er","he"
"179","hij","multimodal",0.413815958088271,0.0414834756676458,0.335454664190224,0.496602496192212,0.404208344931818,157,0.181042783681818,55,"social","er","he"
"180","hij","vocal",0.234469468111279,0.0407413983828777,0.162291092586588,0.328085169817504,0.22316556125,122,0.181042783681818,55,"social","er","he"
"181","hoekig","gesture",0.58819201779603,0.0420471402921762,0.504793263429621,0.666493917863764,0.607616180045455,78,0.449466462152273,86,"shape","eckig","angular"
