"","word","modality","fit","se","lwr","upr","avg_expressibility_norm","n","diff_expr","diff_rank","English"
"103","Ei","gesture",0.450055611113415,0.0463674170684142,0.361556006887468,0.542023799046016,0.44974435323913,139,0.279502643682895,28,"egg"
"104","Ei","multimodal",0.555637750854667,0.0448722161546041,0.463311133611498,0.641695091106559,0.568597733157895,117,0.279502643682895,28,"egg"
"105","Ei","vocal",0.304691681280283,0.0451000578649173,0.223929676417542,0.401652378589797,0.289095089475,111,0.279502643682895,28,"egg"
"106","einige","gesture",0.296245470444282,0.0420700929063669,0.21965503701101,0.382409202474128,0.271576289404762,185,0.246012314961957,29,"some"
"107","einige","multimodal",0.363588916105576,0.0395553775703028,0.288915717899265,0.445097906863568,0.371892205086957,168,0.246012314961957,29,"some"
"108","einige","vocal",0.181413686757155,0.0362528581846102,0.119793679778488,0.262818747532192,0.125879890125,197,0.246012314961957,29,"some"
"109","eins","gesture",0.669456232487749,0.0466895675650502,0.572694323378825,0.754455801920478,0.680198966571429,61,0.247320805282143,7,"one"
"110","eins","multimodal",0.694795796554027,0.040899879864971,0.611421463484574,0.769220371001206,0.699366714425,64,0.247320805282143,7,"one"
"111","eins","vocal",0.484795126077898,0.0558776615644232,0.378853852634276,0.590260200188477,0.452045909142857,57,0.247320805282143,7,"one"
"112","eng","gesture",0.554301415314612,0.0485170158221323,0.45732893495967,0.644893467540681,0.564315094190476,109,0.34318933435,19,"tight"
"113","eng","multimodal",0.594161312782423,0.0429570393793087,0.507931807327603,0.674241383659066,0.62629309645,95,0.34318933435,19,"tight"
"114","eng","vocal",0.308176968945071,0.0466787726051426,0.224994832347095,0.407707281724083,0.2831037621,114,0.34318933435,19,"tight"
"115","er","gesture",0.304859555872977,0.0436052831988476,0.225704912260029,0.395115810078202,0.272852452425,182,0.0553153519797619,80,"he"
"116","er","multimodal",0.355451468978323,0.0405920672192322,0.278641724748716,0.439337243146111,0.328167804404762,176,0.0553153519797619,80,"he"
"117","er","vocal",0.277808820204488,0.0435352498972914,0.199664987255022,0.371697460962826,0.311424559522727,102,0.0553153519797619,80,"he"
"118","erbrechen","gesture",0.7719916619545,0.0386410486647366,0.691833521411878,0.838883907574278,0.830864763175,16,0.0245684109500001,19,"to vomit"
"119","erbrechen","multimodal",0.788756670490976,0.0319402080190654,0.722068144204722,0.844181214785225,0.806296352225,29,0.0245684109500001,19,"to vomit"
"120","erbrechen","vocal",0.762216379297496,0.04121578176631,0.670278560402057,0.83358686667778,0.823208755825,10,0.0245684109500001,19,"to vomit"
"121","Erde","gesture",0.422704891354952,0.0482451532500648,0.331973174617847,0.516330645833231,0.391381532275,152,0.365379451452381,55,"soil"
"122","Erde","multimodal",0.479290381808273,0.0438594586804117,0.394676985034282,0.566351872928466,0.505151768595238,132,0.365379451452381,55,"soil"
"123","Erde","vocal",0.190552205638859,0.0350500287869734,0.131167104850645,0.271516328338948,0.139772317142857,187,0.365379451452381,55,"soil"
"124","es","gesture",0.217024998704008,0.0352235787856416,0.15496819951021,0.295853933954076,0.213704202375,199,0.1605293395,8,"it"
"125","es","multimodal",0.202414680812114,0.0309276597259517,0.1479359240524,0.269345124822242,0.136614275075,207,0.1605293395,8,"it"
"126","es","vocal",0.0991100404132122,0.0234604159504568,0.0616988041970068,0.155170984099563,0.053174862875,207,0.1605293395,8,"it"
"127","essen","gesture",0.808490283062558,0.0322979266949742,0.73494861957069,0.864296456690115,0.867617733886364,9,0.0944713125863637,6,"to eat"
"128","essen","multimodal",0.81282739555834,0.028346496079518,0.751032512944292,0.862779115080368,0.850832244136364,11,0.0944713125863637,6,"to eat"
"129","essen","vocal",0.725836330520316,0.0437032684435829,0.631182366652592,0.805002064355141,0.7731464213,15,0.0944713125863637,6,"to eat"
"130","fallen","gesture",0.565054570979016,0.047541724477901,0.46676458466526,0.65836884967203,0.578278503761905,103,0.0934458340000001,71,"to fall"
"131","fallen","multimodal",0.574704390598784,0.0447789553555632,0.486262976060552,0.661487349608341,0.5427013251,123,0.0934458340000001,71,"to fall"
"132","fallen","vocal",0.455224993188734,0.0516370424614793,0.353731102619308,0.558816701139424,0.484832669761905,52,0.0934458340000001,71,"to fall"
"133","fangen","gesture",0.647032225487191,0.0436108893743647,0.558247303443394,0.727765930639079,0.667345092409091,68,0.435438989725,65,"to catch"
"134","fangen","multimodal",0.65427596310033,0.0394600988009886,0.570143477061333,0.728361558382017,0.682287372175,79,0.435438989725,65,"to catch"
"135","fangen","vocal",0.301770001235412,0.0497341716318811,0.21393728610169,0.407080695631905,0.24684838245,133,0.435438989725,65,"to catch"
"136","Feind","gesture",0.321983026688798,0.0400803662175645,0.247623892618462,0.404296096255039,0.271631893772727,184,0.253790620675,24,"enemy"
"137","Feind","multimodal",0.401815928098384,0.0406306008030568,0.325367530210838,0.484861794065977,0.420998090225,160,0.253790620675,24,"enemy"
"138","Feind","vocal",0.191584374189151,0.0342452811724219,0.132735247916181,0.268095296649534,0.16720746955,178,0.253790620675,24,"enemy"
"139","Fels","gesture",0.308009956389483,0.0407007155791507,0.23602515866905,0.391464235115772,0.275613327425,180,0.302089682826191,37,"rock"
"140","Fels","multimodal",0.383474015818257,0.0397760346379176,0.308013111933889,0.462388250135784,0.39812821497619,164,0.302089682826191,37,"rock"
"141","Fels","vocal",0.146135463416184,0.0297012412089651,0.0966502413024334,0.213635236592898,0.09603853215,201,0.302089682826191,37,"rock"
"142","Feuer","gesture",0.538519178946481,0.0467559778616845,0.448117658035349,0.629588798175742,0.536831118204545,115,0.235785597647619,42,"fire"
"143","Feuer","multimodal",0.591437629912829,0.0440511908381857,0.505283616083231,0.675091038354644,0.619997870547619,101,0.235785597647619,42,"fire"
"144","Feuer","vocal",0.398279847690603,0.0520019226975184,0.299955949825399,0.502709082662834,0.3842122729,73,0.235785597647619,42,"fire"
"145","Fisch","gesture",0.703598508761262,0.0407731405418217,0.618801104903544,0.780503262387133,0.689028569095238,56,0.171456584577273,22,"fish"
"146","Fisch","multimodal",0.727673107522947,0.0366139604716482,0.652695878560466,0.790943439481234,0.76158435135,41,0.171456584577273,22,"fish"
"147","Fisch","vocal",0.559278267844952,0.0525675245033276,0.452271439305306,0.661842413103504,0.590127766772727,34,0.171456584577273,22,"fish"
"148","Fleisch","gesture",0.326844481248824,0.0428104499184844,0.249322598244436,0.414007510709663,0.307477947071429,174,0.216002002955952,11,"meat"
"149","Fleisch","multimodal",0.404063231240248,0.0423187070018733,0.322855499836034,0.489896640570322,0.403270296575,163,0.216002002955952,11,"meat"
"150","Fleisch","vocal",0.217443409069527,0.0377921182949687,0.151523575333084,0.300974542785562,0.187268293619048,168,0.216002002955952,11,"meat"
"151","Fliege","gesture",0.634511361406872,0.0425070243960507,0.548769510740171,0.7142977932877,0.58083105425,100,0.2619062465,88,"fly"
"152","Fliege","multimodal",0.791377701813523,0.0297047349430717,0.726856908909086,0.845046647914166,0.84273730075,13,0.2619062465,88,"fly"
"153","Fliege","vocal",0.75184274724275,0.0402420254720386,0.665769502421064,0.818972864701807,0.80788726402381,12,0.2619062465,88,"fly"
"154","fliegen","gesture",0.781116978011058,0.0346589827537101,0.704903551797803,0.841352030629228,0.831837128425,15,0.2929667426,28,"to fly"
"155","fliegen","multimodal",0.747661540526948,0.0339803472865189,0.673673308271602,0.809153572358428,0.763511655952381,40,0.2929667426,28,"to fly"
"156","fliegen","vocal",0.535130666459104,0.0519513317731796,0.434389575528267,0.634529041943213,0.538870385825,43,0.2929667426,28,"to fly"
"157","Flügel","gesture",0.777474829909813,0.0368003667249154,0.698341089711071,0.842644172825848,0.858641925452381,11,0.423715848642857,57,"wing"
"158","Flügel","multimodal",0.704490264389991,0.0388117967178533,0.624983042307654,0.776825696484574,0.6941432863,68,0.423715848642857,57,"wing"
"159","Flügel","vocal",0.460094913312335,0.0548400728270446,0.355280710293114,0.567595718560987,0.434926076809524,62,0.423715848642857,57,"wing"
"160","Fluss","gesture",0.370148823723559,0.0451396312617541,0.287689035124464,0.462037815785261,0.355000185952381,161,0.144678991725,66,"river"
"161","Fluss","multimodal",0.464181463258256,0.0440053597626077,0.380082075595336,0.55103296801864,0.4705565568,142,0.144678991725,66,"river"
"162","Fluss","vocal",0.328178987510136,0.0486377401546883,0.242846149512153,0.427916015188198,0.325877565075,95,0.144678991725,66,"river"
"163","flüstern","gesture",0.67181949031952,0.046055927341214,0.580803499145169,0.755682258671204,0.655960934275,73,0.153539194675,54,"to whisper"
"164","flüstern","multimodal",0.753114779708869,0.0344286260530027,0.679175625253871,0.815967782278964,0.80950012895,27,0.153539194675,54,"to whisper"
"165","flüstern","vocal",0.696974993452541,0.0477044580175378,0.593460279739929,0.783135145713211,0.761712609657895,19,0.153539194675,54,"to whisper"
"166","Frau","gesture",0.634685375957274,0.0475214585375371,0.536427841012152,0.726095549392514,0.671955639119048,65,0.272021599919048,34,"female"
"167","Frau","multimodal",0.63040884663156,0.0426599002980467,0.544402819625674,0.71082675182787,0.622378729190476,99,0.272021599919048,34,"female"
"168","Frau","vocal",0.383799638517956,0.0540931373664893,0.283352497165759,0.493772230390794,0.3999340392,68,0.272021599919048,34,"female"
"169","Freund","gesture",0.542496629477855,0.0468007664350756,0.449015262453239,0.632111053115618,0.573851190428571,106,0.245127331403571,59,"friend"
"170","Freund","multimodal",0.495122303084865,0.0445693796962923,0.410521672796155,0.581792498413472,0.443945340119048,151,0.245127331403571,59,"friend"
"171","Freund","vocal",0.32885965689628,0.0505467998342991,0.236757335850324,0.435166391063561,0.328723859025,92,0.245127331403571,59,"friend"
"172","Frucht","gesture",0.391024453270653,0.0487998489851185,0.298497563416216,0.492597064695473,0.341900398526316,164,0.156351038277381,40,"fruit"
"173","Frucht","multimodal",0.438523149524306,0.0436677643100159,0.352126203062775,0.527002085832662,0.422615790825,158,0.156351038277381,40,"fruit"
"174","Frucht","vocal",0.273629872735119,0.0455755695302819,0.192432735062468,0.368923506885035,0.266264752547619,124,0.156351038277381,40,"fruit"
"175","fühlen","gesture",0.460009608102263,0.0482385868297565,0.366522944685089,0.553290601949275,0.431708193025,143,0.308041340895022,28,"to feel"
"176","fühlen","multimodal",0.543363163057066,0.0433816535908898,0.457745896994615,0.627227459210791,0.569951102190476,115,0.308041340895022,28,"to feel"
"177","fühlen","vocal",0.287293833144326,0.043672641104666,0.208317540882004,0.379880570620942,0.261909761295455,127,0.308041340895022,28,"to feel"
"178","Fuß","gesture",0.482319126168622,0.0501255037691177,0.383516229774808,0.584884036548607,0.460038068666667,137,0.31184008335,19,"foot"
"179","Fuß","multimodal",0.541814249883733,0.045149017696853,0.45039997597916,0.627872589568004,0.562730926275,118,0.31184008335,19,"foot"
"180","Fuß","vocal",0.279636036251155,0.0465743765498737,0.197292692230578,0.382663528694011,0.250890842925,132,0.31184008335,19,"foot"
"181","Gabel","gesture",0.527646543098077,0.0497629730926963,0.430878311543877,0.622762554379297,0.524704925833333,119,0.365388405809524,30,"fork"
"182","Gabel","multimodal",0.57675496393137,0.0450352488482457,0.487134492937943,0.6601153737975,0.610901598095238,104,0.365388405809524,30,"fork"
"183","Gabel","vocal",0.29911385182257,0.0460547803989059,0.213992890360964,0.39719624548698,0.245513192285714,134,0.365388405809524,30,"fork"
"184","geben","gesture",0.665779533849787,0.0414901647792505,0.58057932705747,0.741197547525437,0.700733682347826,53,0.395285287991667,51,"to give"
"185","geben","multimodal",0.676710893521712,0.0389651649487648,0.597547947014263,0.751296643710336,0.703439383666667,63,0.395285287991667,51,"to give"
"186","geben","vocal",0.361648380285838,0.0498562628090818,0.267680104209078,0.467562017729359,0.308154095675,104,0.395285287991667,51,"to give"
"187","gelb","gesture",0.163185172178128,0.0290040659405491,0.11291925648846,0.227926878762384,0.116670599325,207,0.0417148919,9,"yellow"
"188","gelb","multimodal",0.198730037870586,0.0296690361745943,0.146497486673146,0.263731684074136,0.158385491225,205,0.0417148919,9,"yellow"
"189","gelb","vocal",0.135462854629409,0.0270594056788915,0.0906501581034563,0.199168342687025,0.122563179357143,198,0.0417148919,9,"yellow"
"190","geräuschvoll","gesture",0.424693812629646,0.0475634137663332,0.334724236815424,0.517409116489187,0.384316230275,155,0.173793023058333,106,"noisy"
"191","geräuschvoll","multimodal",0.544277445179207,0.0432522002464604,0.461933393752382,0.62719191563691,0.558109253333333,119,0.173793023058333,106,"noisy"
"192","geräuschvoll","vocal",0.467978906214666,0.0486231547127308,0.374698008758242,0.565117328024406,0.501599826595238,49,0.173793023058333,106,"noisy"
"193","Geruch","gesture",0.680363316119057,0.0435649721956988,0.588886958784502,0.76117181869468,0.684710694175,58,0.272486297703571,38,"odor"
"194","Geruch","multimodal",0.737259735289925,0.0357368379497172,0.6632056009907,0.801834771212944,0.825596960775,20,0.272486297703571,38,"odor"
"195","Geruch","vocal",0.523139742020869,0.0536426531471303,0.416256954303259,0.629702613243998,0.553110663071429,41,0.272486297703571,38,"odor"
"196","Geschmack","gesture",0.50407630432363,0.0484017740277742,0.412278640811088,0.599938030338762,0.498700145204545,131,0.0378430742954545,87,"taste"
"197","Geschmack","multimodal",0.548739448436372,0.0452735849897796,0.460584966241553,0.637162058474056,0.510574431684211,130,0.0378430742954545,87,"taste"
"198","Geschmack","vocal",0.501450083951127,0.05076820140846,0.400492362777332,0.603293301440087,0.5365432195,44,0.0378430742954545,87,"taste"
"199","gestern","gesture",0.307497244789919,0.0420208611209327,0.229353611534343,0.399112895708532,0.279286464090909,178,0.304840596633333,40,"yesterday"
"200","gestern","multimodal",0.380826338030967,0.0427457415677133,0.299317835468821,0.467603699895448,0.389933950333333,165,0.304840596633333,40,"yesterday"
