trial_order,trial_type,participant,word,modality,answer,correction,sessionID,exp_part,dyad,pcnID,English,cosine_similarity,guess_binary,expressibility_dutch,SemanticSubcat,filename
16,target,1,eten,geluiden,eten,0,28_1,1,28,40,to eat,1.0,1,0.672077057888257,vocal_oral,28_1_trial_15_p1_eten_geluiden_final.avi
17,target,1,grommen,geluiden,boren,0,28_1,1,28,40,to growl,0.549,0,0.751462893836329,vocal_oral,28_1_trial_16_p1_grommen_geluiden_final.avi
18,target,1,horen,geluiden,verbaasd,0,28_1,1,28,40,to hear,0.591,0,0.293526913460625,auditory,28_1_trial_17_p1_horen_geluiden_final.avi
19,practice,0,haasten,combinatie,rennen,0,28_1,1,28,39,to hurry,0.678,0,,,28_1_pr_18_p0_haasten_combinatie_final.avi
20,practice,0,rijk,combinatie,bewonderen,0,28_1,1,28,39,rich,0.51,0,,,28_1_pr_19_p0_rijk_combinatie_final.avi
21,target,0,walgen,combinatie,overgeven,0,28_1,1,28,39,disgusted,0.676,0,0.673077034619221,valence,28_1_trial_20_p0_walgen_combinatie_final.avi
22,target,0,snel,combinatie,auto,0,28_1,1,28,39,fast,0.583,0,0.72586293491431,manner,28_1_trial_21_p0_snel_combinatie_final.avi
23,target,0,vlieg,combinatie,vliegen,0,28_1,1,28,39,fly,0.942,0,0.682424716627464,animal,28_1_trial_22_p0_vlieg_combinatie_final.avi
24,target,0,scherp,combinatie,heet,0,28_1,1,28,39,sharp,0.66,0,0.557153125291575,haptic,28_1_trial_23_p0_scherp_combinatie_final.avi
25,target,0,verbranden,combinatie,pijn,0,28_1,1,28,39,to burn,0.559,0,0.56189613651175,other,28_1_trial_24_p0_verbranden_combinatie_final.avi
26,target,0,jagen,combinatie,gooien,0,28_1,1,28,39,to hunt,0.619,0,0.682815334308846,survival,28_1_trial_25_p0_jagen_combinatie_final.avi
27,target,0,zuigen,combinatie,zuigen,0,28_1,1,28,39,to suck,1.0,1,0.671311406311871,vocal_oral,28_1_trial_26_p0_zuigen_combinatie_final.avi
28,practice,1,bloem,combinatie,boek,0,28_1,1,28,40,flower,0.543,0,,,28_1_pr_27_p1_bloem_combinatie_final.avi
29,practice,1,comfortabel,combinatie,dromen,0,28_1,1,28,40,comfortable,0.558,0,,,28_1_pr_28_p1_comfortabel_combinatie_final.avi
30,target,1,vogel,combinatie,vogel,0,28_1,1,28,40,bird,1.0,1,0.806460221089258,animal,28_1_trial_29_p1_vogel_combinatie_final.avi
31,target,1,man,combinatie,aap,0,28_1,1,28,40,male,0.565,0,0.562319704396451,animate,28_1_trial_30_p1_man_combinatie_final.avi
32,target,1,misschien,combinatie,twijfelen,0,28_1,1,28,40,maybe,0.642,0,0.599769001504526,logical,28_1_trial_31_p1_misschien_combinatie_final.avi
33,target,1,sterk,combinatie,sterk,0,28_1,1,28,40,strong,1.0,1,0.82173351174681,animate,28_1_trial_32_p1_sterk_combinatie_final.avi
34,target,1,kruipen,combinatie,kruipen,0,28_1,1,28,40,to crawl,1.0,1,0.786001237160513,locomotion,28_1_trial_33_p1_kruipen_combinatie_final.avi
35,target,1,vliegen,combinatie,vliegen,0,28_1,1,28,40,to fly,1.0,1,0.806355112315007,locomotion,28_1_trial_34_p1_vliegen_combinatie_final.avi
36,target,1,lopen,combinatie,hardlopen,0,28_1,1,28,40,to walk,0.864,0,0.83908076354321,locomotion,28_1_trial_35_p1_lopen_combinatie_final.avi
37,practice,0,snijden,gebaren,snijden,0,28_1,1,28,39,to cut,1.0,1,,,28_1_pr_36_p0_snijden_gebaren_final.avi
38,practice,0,knippen,gebaren,knippen,0,28_1,1,28,39,to cut,1.0,1,,,28_1_pr_37_p0_knippen_gebaren_final.avi
39,target,0,ik,gebaren,hoofd,0,28_1,1,28,39,I,0.532,0,0.696928502541587,social,28_1_trial_38_p0_ik_gebaren_final.avi
40,target,0,vrouw,gebaren,lichaam,0,28_1,1,28,39,female,0.598,0,0.646814871143661,animate,28_1_trial_39_p0_vrouw_gebaren_final.avi
41,target,0,vis,gebaren,vis,0,28_1,1,28,39,fish,1.0,1,0.69659625199764,animal,28_1_trial_40_p0_vis_gebaren_final.avi
42,target,0,zwaar,gebaren,steen,0,28_1,1,28,39,heavy,0.57,0,0.688818480327848,quantity,28_1_trial_41_p0_zwaar_gebaren_final.avi
43,target,0,oud,gebaren,oud,0,28_1,1,28,39,old,1.0,1,0.553101281867092,time,28_1_trial_42_p0_oud_gebaren_final.avi
44,target,0,zout,gebaren,pindakaas,0,28_1,1,28,39,salt,0.625,0,0.28573045256734,gustatory,28_1_trial_43_p0_zout_gebaren_final.avi
45,target,0,zoet,gebaren,voorbereiden,0,28_1,1,28,39,sweet,0.532,0,0.258150304252129,gustatory,28_1_trial_44_p0_zoet_gebaren_final.avi
46,practice,1,dansen,gebaren,dansen,0,28_1,1,28,40,to dance,1.0,1,,,28_1_pr_45_p1_dansen_gebaren_final.avi
47,practice,1,olifant,gebaren,olifant,0,28_1,1,28,40,elephant,1.0,1,,,28_1_pr_46_p1_olifant_gebaren_final.avi
48,target,1,hond,gebaren,hijgen,0,28_1,1,28,40,dog,0.524,0,0.702295683196924,animal,28_1_trial_47_p1_hond_gebaren_final.avi
49,target,1,vuur,gebaren,vuur,0,28_1,1,28,40,fire,1.0,1,0.612736156749429,object,28_1_trial_48_p1_vuur_gebaren_final.avi
50,target,1,luidruchtig,gebaren,schreeuwen,0,28_1,1,28,40,loud,0.734,0,0.618296512390658,auditory,28_1_trial_49_p1_luidruchtig_gebaren_final.avi
51,target,1,langzaam,gebaren,lopen,0,28_1,1,28,40,slow,0.614,0,0.689425946655567,manner,28_1_trial_50_p1_langzaam_gebaren_final.avi
52,target,1,bijten,gebaren,bijten,0,28_1,1,28,40,to bite,1.0,1,0.788344961875328,vocal_oral,28_1_trial_51_p1_bijten_gebaren_final.avi
53,target,1,weten,gebaren,slim,0,28_1,1,28,40,to know,0.606,0,0.506590701964198,cognitive,28_1_trial_52_p1_weten_gebaren_final.avi
54,target,1,lachen,gebaren,lachen,0,28_1,1,28,40,to laugh,1.0,1,0.829161424358265,vocal_oral,28_1_trial_53_p1_lachen_gebaren_final.avi
1,practice,0,klok,combinatie,klok,0,28_2,2,28,39,clock,1.0,1,,,28_2_pr_0_p0_klok_combinatie_c0_final.avi
2,practice,0,telefoon,combinatie,telefoon,0,28_2,2,28,39,telephone,1.0,1,,,28_2_pr_1_p0_telefoon_combinatie_c0_final.avi
3,target,0,hoorn,combinatie,trompet,0,28_2,2,28,39,horn,0.83,0,0.523817227867007,other,28_2_trial_2_p0_hoorn_combinatie_c0_final.avi
4,target,0,hoorn,combinatie,hoorn,1,28_2,2,28,39,horn,1.0,1,0.523817227867007,other,28_2_trial_3_p0_hoorn_combinatie_c1_final.avi
5,target,0,heet,combinatie,heet,0,28_2,2,28,39,hot,1.0,1,0.785049622345663,temperature,28_2_trial_4_p0_heet_combinatie_c0_final.avi
6,target,0,slang,combinatie,slang,0,28_2,2,28,39,snake,1.0,1,0.80478903012149,animal,28_2_trial_5_p0_slang_combinatie_c0_final.avi
7,target,0,piepen,combinatie,alarm,0,28_2,2,28,39,squeak,0.668,0,0.543249319540667,auditory,28_2_trial_6_p0_piepen_combinatie_c0_final.avi
8,target,0,piepen,combinatie,signaal,1,28_2,2,28,39,squeak,0.614,0,0.543249319540667,auditory,28_2_trial_7_p0_piepen_combinatie_c1_final.avi
9,target,0,piepen,combinatie,frictie,2,28_2,2,28,39,squeak,0.539,0,0.543249319540667,auditory,28_2_trial_8_p0_piepen_combinatie_c2_final.avi
10,target,0,drinken,combinatie,drinken,0,28_2,2,28,39,to drink,1.0,1,0.809230111883697,vocal_oral,28_2_trial_9_p0_drinken_combinatie_c0_final.avi
11,target,0,slaan,combinatie,slaan,0,28_2,2,28,39,to hit,1.0,1,0.794014980882957,manual,28_2_trial_10_p0_slaan_combinatie_c0_final.avi
12,target,0,slapen,combinatie,slapen,0,28_2,2,28,39,to sleep,1.0,1,0.857717036574825,survival,28_2_trial_11_p0_slapen_combinatie_c0_final.avi
13,practice,1,sneeuw,combinatie,vallen,0,28_2,2,28,40,snow,0.568,0,,,28_2_pr_12_p1_sneeuw_combinatie_c0_final.avi
14,practice,1,sneeuw,combinatie,sneeuwen,1,28_2,2,28,40,snow,0.981,0,,,28_2_pr_13_p1_sneeuw_combinatie_c1_final.avi
15,practice,1,sneeuw,combinatie,sneeuw,2,28_2,2,28,40,snow,1.0,1,,,28_2_pr_14_p1_sneeuw_combinatie_c2_final.avi
16,practice,1,fiets,combinatie,fiets,0,28_2,2,28,40,bicycle,1.0,1,,,28_2_pr_15_p1_fiets_combinatie_c0_final.avi
17,target,1,boos,combinatie,boos,0,28_2,2,28,40,angry,1.0,1,0.818182220108296,valence,28_2_trial_16_p1_boos_combinatie_c0_final.avi
18,target,1,groot,combinatie,groot,0,28_2,2,28,40,big,1.0,1,0.762672115162265,quantity,28_2_trial_17_p1_groot_combinatie_c0_final.avi
19,target,1,kat,combinatie,kat,0,28_2,2,28,40,cat,1.0,1,0.782999080138815,animal,28_2_trial_18_p1_kat_combinatie_c0_final.avi
20,target,1,kind,combinatie,kind,0,28_2,2,28,40,child,1.0,1,0.595086558643404,social,28_2_trial_19_p1_kind_combinatie_c0_final.avi
21,target,1,geur,combinatie,reuken,0,28_2,2,28,40,odor,0.987,0,0.665167842854809,olfactory,28_2_trial_20_p1_geur_combinatie_c0_final.avi
22,target,1,geur,combinatie,reuk,1,28_2,2,28,40,odor,0.987,0,0.665167842854809,olfactory,28_2_trial_21_p1_geur_combinatie_c1_final.avi
23,target,1,geur,combinatie,ademen,2,28_2,2,28,40,odor,0.668,0,0.665167842854809,olfactory,28_2_trial_22_p1_geur_combinatie_c2_final.avi
24,target,1,dik,combinatie,dik,0,28_2,2,28,40,thick,1.0,1,0.770642312607539,quantity,28_2_trial_23_p1_dik_combinatie_c0_final.avi
25,target,1,likken,combinatie,likken,0,28_2,2,28,40,to lick,1.0,1,0.791051083509889,gustatory,28_2_trial_24_p1_likken_combinatie_c0_final.avi
26,practice,0,bal,geluiden,stuiteren,0,28_2,2,28,39,ball,0.693,0,,,28_2_pr_25_p0_bal_geluiden_c0_final.avi
27,practice,0,bal,geluiden,lanceren,1,28_2,2,28,39,ball,0.545,0,,,28_2_pr_26_p0_bal_geluiden_c1_final.avi
28,practice,0,bal,geluiden,trampoline,2,28_2,2,28,39,ball,0.62,0,,,28_2_pr_27_p0_bal_geluiden_c2_final.avi
29,practice,0,juichen,geluiden,juichen,0,28_2,2,28,39,to cheer,1.0,1,,,28_2_pr_28_p0_juichen_geluiden_c0_final.avi
30,target,0,verdrietig,geluiden,huilen,0,28_2,2,28,39,sad,0.695,0,0.746777577338304,valence,28_2_trial_29_p0_verdrietig_geluiden_c0_final.avi
31,target,0,verdrietig,geluiden,snikken,1,28_2,2,28,39,sad,0.717,0,0.746777577338304,valence,28_2_trial_30_p0_verdrietig_geluiden_c1_final.avi
32,target,0,verdrietig,geluiden,troosten,2,28_2,2,28,39,sad,0.603,0,0.746777577338304,valence,28_2_trial_31_p0_verdrietig_geluiden_c2_final.avi
33,target,0,bang,geluiden,angst,0,28_2,2,28,39,scared,0.876,0,0.693961201585873,valence,28_2_trial_32_p0_bang_geluiden_c0_final.avi
34,target,0,bang,geluiden,tegenzin,1,28_2,2,28,39,scared,0.641,0,0.693961201585873,valence,28_2_trial_33_p0_bang_geluiden_c1_final.avi
35,target,0,bang,geluiden,vluchten,2,28_2,2,28,39,scared,0.59,0,0.693961201585873,valence,28_2_trial_34_p0_bang_geluiden_c2_final.avi
36,target,0,rennen,geluiden,wind,0,28_2,2,28,39,to run,0.578,0,0.336019187014838,locomotion,28_2_trial_35_p0_rennen_geluiden_c0_final.avi
37,target,0,rennen,geluiden,sporten,1,28_2,2,28,39,to run,0.627,0,0.336019187014838,locomotion,28_2_trial_36_p0_rennen_geluiden_c1_final.avi
38,target,0,rennen,geluiden,ademen,2,28_2,2,28,39,to run,0.58,0,0.336019187014838,locomotion,28_2_trial_37_p0_rennen_geluiden_c2_final.avi
39,target,0,staan,geluiden,stampen,0,28_2,2,28,39,to stand,0.575,0,0.318111108747142,locomotion,28_2_trial_38_p0_staan_geluiden_c0_final.avi
40,target,0,staan,geluiden,leeg,1,28_2,2,28,39,to stand,0.579,0,0.318111108747142,locomotion,28_2_trial_39_p0_staan_geluiden_c1_final.avi
41,target,0,staan,geluiden,chagrijnig,2,28_2,2,28,39,to stand,0.503,0,0.318111108747142,locomotion,28_2_trial_40_p0_staan_geluiden_c2_final.avi
42,target,0,kotsen,geluiden,overgeven,0,28_2,2,28,39,to vomit,0.887,0,0.79853309737283,gustatory,28_2_trial_41_p0_kotsen_geluiden_c0_final.avi
43,target,0,kotsen,geluiden,kotsen,1,28_2,2,28,39,to vomit,1.0,1,0.79853309737283,gustatory,28_2_trial_42_p0_kotsen_geluiden_c1_final.avi
44,target,0,fluisteren,geluiden,fluisteren,0,28_2,2,28,39,to whisper,1.0,1,0.703341393070909,auditory,28_2_trial_43_p0_fluisteren_geluiden_c0_final.avi
45,target,0,wind,geluiden,wind,0,28_2,2,28,39,wind,1.0,1,0.609732905825591,environment,28_2_trial_44_p0_wind_geluiden_c0_final.avi
46,practice,1,zwaaien,geluiden,wijzen,0,28_2,2,28,40,to wave,0.625,0,,,28_2_pr_45_p1_zwaaien_geluiden_c0_final.avi
47,practice,1,zwaaien,geluiden,roepen,1,28_2,2,28,40,to wave,0.633,0,,,28_2_pr_46_p1_zwaaien_geluiden_c1_final.avi
48,practice,1,zwaaien,geluiden,praten,2,28_2,2,28,40,to wave,0.557,0,,,28_2_pr_47_p1_zwaaien_geluiden_c2_final.avi
49,practice,1,geheim,geluiden,stil,0,28_2,2,28,40,secret,0.633,0,,,28_2_pr_48_p1_geheim_geluiden_c0_final.avi
50,practice,1,geheim,geluiden,fluisteren,1,28_2,2,28,40,secret,0.645,0,,,28_2_pr_49_p1_geheim_geluiden_c1_final.avi
51,practice,1,geheim,geluiden,zacht,2,28_2,2,28,40,secret,0.55,0,,,28_2_pr_50_p1_geheim_geluiden_c2_final.avi
52,target,1,ver,geluiden,vallen,0,28_2,2,28,40,far,0.548,0,0.306589745694138,spatial,28_2_trial_51_p1_ver_geluiden_c0_final.avi
53,target,1,ver,geluiden,vliegtuig,1,28_2,2,28,40,far,0.518,0,0.306589745694138,spatial,28_2_trial_52_p1_ver_geluiden_c1_final.avi
54,target,1,ver,geluiden,neerstorten,2,28_2,2,28,40,far,0.535,0,0.306589745694138,spatial,28_2_trial_53_p1_ver_geluiden_c2_final.avi
55,target,1,goed,geluiden,begrijpen,0,28_2,2,28,40,good,0.592,0,0.42473028945648,valence,28_2_trial_54_p1_goed_geluiden_c0_final.avi
56,target,1,goed,geluiden,snappen,1,28_2,2,28,40,good,0.568,0,0.42473028945648,valence,28_2_trial_55_p1_goed_geluiden_c1_final.avi
57,target,1,goed,geluiden,gesprek,2,28_2,2,28,40,good,0.533,0,0.42473028945648,valence,28_2_trial_56_p1_goed_geluiden_c2_final.avi
58,target,1,ziek,geluiden,moe,0,28_2,2,28,40,sick,0.703,0,0.548898090158061,animate,28_2_trial_57_p1_ziek_geluiden_c0_final.avi
59,target,1,ziek,geluiden,moeizaam,1,28_2,2,28,40,sick,0.632,0,0.548898090158061,animate,28_2_trial_58_p1_ziek_geluiden_c1_final.avi
60,target,1,ziek,geluiden,moeilijk,2,28_2,2,28,40,sick,0.653,0,0.548898090158061,animate,28_2_trial_59_p1_ziek_geluiden_c2_final.avi
61,target,1,onweer,geluiden,ontploffen,0,28_2,2,28,40,thunder,0.593,0,0.515683484907029,environment,28_2_trial_60_p1_onweer_geluiden_c0_final.avi
62,target,1,onweer,geluiden,bom,1,28_2,2,28,40,thunder,0.564,0,0.515683484907029,environment,28_2_trial_61_p1_onweer_geluiden_c1_final.avi
63,target,1,onweer,geluiden,verwoesten,2,28_2,2,28,40,thunder,0.585,0,0.515683484907029,environment,28_2_trial_62_p1_onweer_geluiden_c2_final.avi
64,target,1,vangen,geluiden,gesprek,0,28_2,2,28,40,to catch,0.532,0,0.302403521174031,manual,28_2_trial_63_p1_vangen_geluiden_c0_final.avi
65,target,1,vangen,geluiden,herkennen,1,28_2,2,28,40,to catch,0.642,0,0.302403521174031,manual,28_2_trial_64_p1_vangen_geluiden_c1_final.avi
66,target,1,vangen,geluiden,roepen,2,28_2,2,28,40,to catch,0.617,0,0.302403521174031,manual,28_2_trial_65_p1_vangen_geluiden_c2_final.avi
67,target,1,vechten,geluiden,vechten,0,28_2,2,28,40,to fight,1.0,1,0.551944383571384,survival,28_2_trial_66_p1_vechten_geluiden_c0_final.avi
68,target,1,zwemmen,geluiden,rijden,0,28_2,2,28,40,to swim,0.599,0,0.331918128145918,locomotion,28_2_trial_67_p1_zwemmen_geluiden_c0_final.avi
69,target,1,zwemmen,geluiden,hardlopen,1,28_2,2,28,40,to swim,0.667,0,0.331918128145918,locomotion,28_2_trial_68_p1_zwemmen_geluiden_c1_final.avi
70,target,1,zwemmen,geluiden,zweven,2,28_2,2,28,40,to swim,0.643,0,0.331918128145918,locomotion,28_2_trial_69_p1_zwemmen_geluiden_c2_final.avi
71,practice,0,eend,gebaren,kip,0,28_2,2,28,39,duck,0.772,0,,,28_2_pr_70_p0_eend_gebaren_c0_final.avi
72,practice,0,eend,gebaren,zwemmen,1,28_2,2,28,39,duck,0.607,0,,,28_2_pr_71_p0_eend_gebaren_c1_final.avi
73,practice,0,eend,gebaren,eend,2,28_2,2,28,39,duck,1.0,1,,,28_2_pr_72_p0_eend_gebaren_c2_final.avi
74,practice,0,glimlach,gebaren,lach,0,28_2,2,28,39,smile,0.965,0,,,28_2_pr_73_p0_glimlach_gebaren_c0_final.avi
75,practice,0,glimlach,gebaren,glimlach,1,28_2,2,28,39,smile,1.0,1,,,28_2_pr_74_p0_glimlach_gebaren_c1_final.avi
76,target,0,bliksem,gebaren,scheef,0,28_2,2,28,39,lightning,0.506,0,0.525289002863704,environment,28_2_trial_75_p0_bliksem_gebaren_c0_final.avi
77,target,0,bliksem,gebaren,ravijn,1,28_2,2,28,39,lightning,0.518,0,0.525289002863704,environment,28_2_trial_76_p0_bliksem_gebaren_c1_final.avi
78,target,0,bliksem,gebaren,litteken,2,28_2,2,28,39,lightning,0.51,0,0.525289002863704,environment,28_2_trial_77_p0_bliksem_gebaren_c2_final.avi
79,target,0,berg,gebaren,dak,0,28_2,2,28,39,mountain,0.585,0,0.62087766049062,environment,28_2_trial_78_p0_berg_gebaren_c0_final.avi
80,target,0,berg,gebaren,berg,1,28_2,2,28,39,mountain,1.0,1,0.62087766049062,environment,28_2_trial_79_p0_berg_gebaren_c1_final.avi
81,target,0,klein,gebaren,kind,0,28_2,2,28,39,small,0.664,0,0.782210786119577,quantity,28_2_trial_80_p0_klein_gebaren_c0_final.avi
82,target,0,klein,gebaren,klein,1,28_2,2,28,39,small,1.0,1,0.782210786119577,quantity,28_2_trial_81_p0_klein_gebaren_c1_final.avi
83,target,0,kauwen,gebaren,eten,0,28_2,2,28,39,to chew,0.748,0,0.732601016130094,gustatory,28_2_trial_82_p0_kauwen_gebaren_c0_final.avi
84,target,0,kauwen,gebaren,kauwen,1,28_2,2,28,39,to chew,1.0,1,0.732601016130094,gustatory,28_2_trial_83_p0_kauwen_gebaren_c1_final.avi
85,target,0,huilen,gebaren,huilen,0,28_2,2,28,39,to cry,1.0,1,0.842937622085652,vocal_oral,28_2_trial_84_p0_huilen_gebaren_c0_final.avi
86,target,0,vallen,gebaren,vallen,0,28_2,2,28,39,to fall,1.0,1,0.717367201892134,locomotion,28_2_trial_85_p0_vallen_gebaren_c0_final.avi
87,target,0,springen,gebaren,springen,0,28_2,2,28,39,to jump,1.0,1,0.834800108850706,locomotion,28_2_trial_86_p0_springen_gebaren_c0_final.avi
88,practice,1,vliegtuig,gebaren,vliegen,0,28_2,2,28,40,airplane,0.872,0,,,28_2_pr_87_p1_vliegtuig_gebaren_c0_final.avi
89,practice,1,vliegtuig,gebaren,vliegtuig,1,28_2,2,28,40,airplane,1.0,1,,,28_2_pr_88_p1_vliegtuig_gebaren_c1_final.avi
90,practice,1,zingen,gebaren,zingen,0,28_2,2,28,40,to sing,1.0,1,,,28_2_pr_89_p1_zingen_gebaren_c0_final.avi
91,target,1,koud,gebaren,koud,0,28_2,2,28,40,cold,1.0,1,0.847021849271004,temperature,28_2_trial_90_p1_koud_gebaren_c0_final.avi
92,target,1,blij,gebaren,blij,0,28_2,2,28,40,happy,1.0,1,0.816089330970891,valence,28_2_trial_91_p1_blij_gebaren_c0_final.avi
93,target,1,regen,gebaren,klimmen,0,28_2,2,28,40,rain,0.53,0,0.729078471280972,environment,28_2_trial_92_p1_regen_gebaren_c0_final.avi
94,target,1,regen,gebaren,regen,1,28_2,2,28,40,rain,1.0,1,0.729078471280972,environment,28_2_trial_93_p1_regen_gebaren_c1_final.avi
95,target,1,stil,gebaren,stil,0,28_2,2,28,40,silent,1.0,1,0.818566029243692,auditory,28_2_trial_94_p1_stil_gebaren_c0_final.avi
96,target,1,zuur,gebaren,misselijk,0,28_2,2,28,40,sour,0.648,0,0.582381884483062,gustatory,28_2_trial_95_p1_zuur_gebaren_c0_final.avi
97,target,1,zuur,gebaren,ziek,1,28_2,2,28,40,sour,0.59,0,0.582381884483062,gustatory,28_2_trial_96_p1_zuur_gebaren_c1_final.avi
98,target,1,zuur,gebaren,zuur,2,28_2,2,28,40,sour,1.0,1,0.582381884483062,gustatory,28_2_trial_97_p1_zuur_gebaren_c2_final.avi
99,target,1,ruiken,gebaren,reuken,0,28_2,2,28,40,to smell,0.952,0,0.767441240842589,olfactory,28_2_trial_98_p1_ruiken_gebaren_c0_final.avi
100,target,1,gooien,gebaren,gooien,0,28_2,2,28,40,to throw,1.0,1,0.828635174388149,manual,28_2_trial_99_p1_gooien_gebaren_c0_final.avi
1,practice,0,haasten,geluiden,hijgen,0,29_1,1,29,41,to hurry,0.582,0,,,29_1_pr_0_p0_haasten_geluiden_final.avi
2,practice,0,auto,geluiden,motor,0,29_1,1,29,41,car,0.874,0,,,29_1_pr_1_p0_auto_geluiden_final.avi
3,target,0,koud,geluiden,bibberen,0,29_1,1,29,41,cold,0.614,0,0.744751221657995,temperature,29_1_trial_2_p0_koud_geluiden_final.avi
4,target,0,snel,geluiden,hijgen,0,29_1,1,29,41,fast,0.575,0,0.45736979983774,manner,29_1_trial_3_p0_snel_geluiden_final.avi
5,target,0,goed,geluiden,goedkeuring,0,29_1,1,29,41,good,0.613,0,0.42473028945648,valence,29_1_trial_4_p0_goed_geluiden_final.avi
6,target,0,niet,geluiden,grinniken,0,29_1,1,29,41,not,0.49,0,0.332493391437193,logical,29_1_trial_5_p0_niet_geluiden_final.avi
7,target,0,ziek,geluiden,hoesten,0,29_1,1,29,41,sick,0.661,0,0.548898090158061,animate,29_1_trial_6_p0_ziek_geluiden_final.avi
8,target,0,weten,geluiden,knikken,0,29_1,1,29,41,to know,0.559,0,0.388979878106872,cognitive,29_1_trial_7_p0_weten_geluiden_final.avi
9,target,0,water,geluiden,blazen,0,29_1,1,29,41,water,0.584,0,0.500621316131559,environment,29_1_trial_8_p0_water_geluiden_final.avi
10,practice,1,gek,geluiden,kotsen,0,29_1,1,29,42,crazy,0.555,0,,,29_1_pr_9_p1_gek_geluiden_final.avi
11,practice,1,comfortabel,geluiden,nadenken,0,29_1,1,29,42,comfortable,0.516,0,,,29_1_pr_10_p1_comfortabel_geluiden_final.avi
12,target,1,ik,geluiden,zingen,0,29_1,1,29,42,I,0.551,0,0.357741139583888,social,29_1_trial_11_p1_ik_geluiden_final.avi
13,target,1,ei,geluiden,vrolijk,0,29_1,1,29,42,egg,0.525,0,0.286021122209493,object,29_1_trial_12_p1_ei_geluiden_final.avi
14,target,1,hoog,geluiden,pijn,0,29_1,1,29,42,high,0.534,0,0.312736784773088,auditory,29_1_trial_13_p1_hoog_geluiden_final.avi
15,target,1,slang,geluiden,slang,0,29_1,1,29,42,snake,1.0,1,0.756185551284266,animal,29_1_trial_14_p1_slang_geluiden_final.avi
16,target,1,eten,geluiden,eten,0,29_1,1,29,42,to eat,1.0,1,0.672077057888257,vocal_oral,29_1_trial_15_p1_eten_geluiden_final.avi
17,target,1,zuigen,geluiden,drinken,0,29_1,1,29,42,to suck,0.628,0,0.673960888054455,vocal_oral,29_1_trial_16_p1_zuigen_geluiden_final.avi
18,target,1,wind,geluiden,wind,0,29_1,1,29,42,wind,1.0,1,0.609732905825591,environment,29_1_trial_17_p1_wind_geluiden_final.avi
19,practice,0,rijk,combinatie,rijken,0,29_1,1,29,41,rich,0.945,0,,,29_1_pr_18_p0_rijk_combinatie_final.avi
20,practice,0,olifant,combinatie,olifant,0,29_1,1,29,41,elephant,1.0,1,,,29_1_pr_19_p0_olifant_combinatie_final.avi
21,target,0,zwaar,combinatie,groot,0,29_1,1,29,41,heavy,0.76,0,0.680855320383285,quantity,29_1_trial_20_p0_zwaar_combinatie_final.avi
22,target,0,berg,combinatie,bergen,0,29_1,1,29,41,mountain,0.776,0,0.63512643878935,environment,29_1_trial_21_p0_berg_combinatie_final.avi
23,target,0,oud,combinatie,bejaard,0,29_1,1,29,41,old,0.907,0,0.598288311266584,time,29_1_trial_22_p0_oud_combinatie_final.avi
24,target,0,langzaam,combinatie,slowmotion,0,29_1,1,29,41,slow,0.90335,0,0.697044299048591,manner,29_1_trial_23_p0_langzaam_combinatie_final.avi
25,target,0,sterk,combinatie,sterk,0,29_1,1,29,41,strong,1.0,1,0.82173351174681,animate,29_1_trial_24_p0_sterk_combinatie_final.avi
26,target,0,kruipen,combinatie,kat,0,29_1,1,29,41,to crawl,0.548,0,0.786001237160513,locomotion,29_1_trial_25_p0_kruipen_combinatie_final.avi
27,target,0,huilen,combinatie,huilen,0,29_1,1,29,41,to cry,1.0,1,0.83134459155959,vocal_oral,29_1_trial_26_p0_huilen_combinatie_final.avi
28,practice,1,bloem,combinatie,bloeien,0,29_1,1,29,42,flower,0.7,0,,,29_1_pr_27_p1_bloem_combinatie_final.avi
29,practice,1,snijden,combinatie,smeren,0,29_1,1,29,42,to cut,0.604,0,,,29_1_pr_28_p1_snijden_combinatie_final.avi
30,target,1,groot,combinatie,uitrekken,0,29_1,1,29,42,big,0.573,0,0.762672115162265,quantity,29_1_trial_29_p1_groot_combinatie_final.avi
31,target,1,bitter,combinatie,walgen,0,29_1,1,29,42,bitter,0.647,0,0.409843169892478,gustatory,29_1_trial_30_p1_bitter_combinatie_final.avi
32,target,1,ver,combinatie,zoeken,0,29_1,1,29,42,far,0.582,0,0.550625431083315,spatial,29_1_trial_31_p1_ver_combinatie_final.avi
33,target,1,hoorn,combinatie,teletubbie,0,29_1,1,29,42,horn,0.54335,0,0.523817227867007,other,29_1_trial_32_p1_hoorn_combinatie_final.avi
34,target,1,luidruchtig,combinatie,schreeuwen,0,29_1,1,29,42,loud,0.734,0,0.639905020121821,auditory,29_1_trial_33_p1_luidruchtig_combinatie_final.avi
35,target,1,staart,combinatie,afvegen,0,29_1,1,29,42,tail,0.537,0,0.613189302838734,quantity,29_1_trial_34_p1_staart_combinatie_final.avi
36,target,1,slaan,combinatie,slaan,0,29_1,1,29,42,to hit,1.0,1,0.794014980882957,manual,29_1_trial_35_p1_slaan_combinatie_final.avi
37,practice,0,leeg,gebaren,rond,0,29_1,1,29,41,empty,0.591,0,,,29_1_pr_36_p0_leeg_gebaren_final.avi
38,practice,0,dansen,gebaren,dansen,0,29_1,1,29,41,to dance,1.0,1,,,29_1_pr_37_p0_dansen_gebaren_final.avi
39,target,0,bliksem,gebaren,zigzag,0,29_1,1,29,41,lightning,0.508,0,0.525289002863704,environment,29_1_trial_38_p0_bliksem_gebaren_final.avi
