"","word","modality","fit","se","lwr","upr","avg_expressibility_norm","n","diff_expr","diff_rank","SemanticSubcat","German","English"
"45","blauw","vocal",0.146262740895939,0.0329907514385789,0.0925394000739383,0.22547980744768,0.118228921552632,193,0.196836050922368,23,"visual","blau","blue"
"46","blazen","gesture",0.684113267327739,0.044323279016173,0.593383377347214,0.763979232194103,0.632549236625,72,0.235922776269737,67,"vocal_oral","pusten","to blow"
"47","blazen","multimodal",0.771810542050373,0.0339345178778628,0.694987807703006,0.833454273923515,0.868472012894737,10,0.235922776269737,67,"vocal_oral","pusten","to blow"
"48","blazen","vocal",0.805891834375597,0.0370150222977283,0.720425877535241,0.866970297572514,0.844697994904762,5,0.235922776269737,67,"vocal_oral","pusten","to blow"
"49","blij","gesture",0.816089330970891,0.0280436417826502,0.753801290779942,0.865030136461303,0.868772011428571,10,0.274256859785714,20,"valence","glücklich","happy"
"50","blij","multimodal",0.797175441371254,0.0281785010215932,0.73579113510776,0.84730671351412,0.812882190380952,29,0.274256859785714,20,"valence","glücklich","happy"
"51","blij","vocal",0.571342868662109,0.0553559002875349,0.462464112905713,0.676690712153151,0.594515151642857,30,0.274256859785714,20,"valence","glücklich","happy"
"52","bliksem","gesture",0.525289002863704,0.0432775004820564,0.441019882017666,0.609475847382116,0.5045853588,114,0.0793549610684211,80,"environment","Blitz","lightning"
"53","bliksem","multimodal",0.596218227203866,0.0417287367865727,0.513779774137132,0.676998017823376,0.583940319868421,101,0.0793549610684211,80,"environment","Blitz","lightning"
"54","bliksem","vocal",0.549301947437214,0.0532573440674104,0.441540650304128,0.649592859076627,0.555583959386364,34,0.0793549610684211,80,"environment","Blitz","lightning"
"55","bloed","gesture",0.462867449391874,0.0464733196935354,0.372468575710651,0.55685689827025,0.482624660325,123,0.2936633112,35,"other","Blut","blood"
"56","bloed","multimodal",0.451502335934057,0.0414655927338492,0.370931160774375,0.536114516953962,0.40322871047619,158,0.2936633112,35,"other","Blut","blood"
"57","bloed","vocal",0.205050078791451,0.0366352801948916,0.141684200281474,0.288560165336299,0.188961349125,147,0.2936633112,35,"other","Blut","blood"
"58","boos","gesture",0.803028772880841,0.0287682969638661,0.738626437680671,0.854688263173488,0.824699827175,23,0.0660194216547618,11,"valence","verärgert","angry"
"59","boos","multimodal",0.818182220108296,0.0261463235921394,0.761397405897669,0.865220592988693,0.83742786725,20,0.0660194216547618,11,"valence","verärgert","angry"
"60","boos","vocal",0.742980107622976,0.0399290016505581,0.654033370978676,0.81346257391442,0.771408445595238,12,0.0660194216547618,11,"valence","verärgert","angry"
"61","borst","gesture",0.537168596627283,0.0468323165913808,0.445783070667779,0.625056336432014,0.515123725825,111,0.435149567363636,50,"other","Brust","breast"
"62","borst","multimodal",0.603965601740399,0.039735542521857,0.52471976915556,0.680932337086495,0.642992189931818,79,0.435149567363636,50,"other","Brust","breast"
"63","borst","vocal",0.232623971374574,0.0410247832920676,0.161612160887424,0.324962456955748,0.207842622568182,129,0.435149567363636,50,"other","Brust","breast"
"64","bot (kenmerk, niet lichaam)","gesture",0.244283901039078,0.0367284121277992,0.179285437532708,0.321661129221024,0.222973106775,189,0.062092827025,87,"haptic","stumpf","blunt"
"65","bot (kenmerk, niet lichaam)","multimodal",0.310597765596388,0.0374311439480818,0.241977735396478,0.388634782709221,0.2850659338,189,0.062092827025,87,"haptic","stumpf","blunt"
"66","bot (kenmerk, niet lichaam)","vocal",0.242525956634672,0.0398189871238575,0.172562881384674,0.33029331191824,0.25908941347619,102,0.062092827025,87,"haptic","stumpf","blunt"
"67","bot (lichaam)","gesture",0.446825399898357,0.042935267622991,0.363881535809452,0.535107446872761,0.4195848068,136,0.343046242857143,38,"other","Knochen","bone"
"68","bot (lichaam)","multimodal",0.506898115765273,0.0411515880753266,0.427551355136692,0.586622138152742,0.529557320880952,113,0.343046242857143,38,"other","Knochen","bone"
"69","bot (lichaam)","vocal",0.204427579725302,0.0362199917918066,0.141789565928031,0.286325321745864,0.18651107802381,151,0.343046242857143,38,"other","Knochen","bone"
"70","boven","gesture",0.703210267310094,0.0399543660846724,0.61790790367755,0.775185256996248,0.740669611,43,0.4749065643,56,"spatial","oben","up"
"71","boven","multimodal",0.714614881552301,0.0366225583616937,0.638191980497819,0.780151626372794,0.699386417022727,64,0.4749065643,56,"spatial","oben","up"
"72","boven","vocal",0.266477798814647,0.0476592042004188,0.183527983759712,0.371292217460183,0.2657630467,99,0.4749065643,56,"spatial","oben","up"
"73","dij","gesture",0.352414783360478,0.0447150144397699,0.270177334040261,0.442412733104957,0.3666996744,155,0.295800239285714,49,"other","Oberschenkel","thigh"
"74","dij","multimodal",0.370705022422943,0.0410767655450283,0.294208816796472,0.453887964374318,0.380047675833333,164,0.295800239285714,49,"other","Oberschenkel","thigh"
"75","dij","vocal",0.116523018366594,0.0247692773909566,0.0763971988941657,0.178558035700938,0.084247436547619,204,0.295800239285714,49,"other","Oberschenkel","thigh"
"76","dik","gesture",0.756104836111392,0.0330023278242894,0.684608630021371,0.814447067169043,0.774052405772727,37,0.568601160238095,83,"quantity","dick","thick"
"77","dik","multimodal",0.770642312607539,0.0313570530270273,0.703693245071049,0.82700356417417,0.826013715666667,22,0.568601160238095,83,"quantity","dick","thick"
"78","dik","vocal",0.328297815791421,0.0510167470097081,0.238177559789907,0.437522931397342,0.257412555428571,105,0.568601160238095,83,"quantity","dick","thick"
"79","dit","gesture",0.308666055460134,0.0389776508412614,0.236836719077352,0.38881632307995,0.306892856738095,171,0.0740726248696742,69,"spatial","das","this"
"80","dit","multimodal",0.333062524573475,0.0388500636301013,0.25955103114053,0.416102517100708,0.289761406225,188,0.0740726248696742,69,"spatial","das","this"
"81","dit","vocal",0.231613607372553,0.0416238963644135,0.159427126666722,0.323815117408227,0.232820231868421,119,0.0740726248696742,69,"spatial","das","this"
"82","doen","gesture",0.208852179244058,0.0297463611725145,0.154149134941682,0.273517652696542,0.200794256583333,198,0.0529958276622807,21,"other","tun","to do"
"83","doen","multimodal",0.220477530524857,0.0284792389980191,0.169025773846169,0.282684162652234,0.158535167166667,205,0.0529958276622807,21,"other","tun","to do"
"84","doen","vocal",0.148812433109098,0.0284494587043866,0.100708306128003,0.212408859004688,0.147798428921053,184,0.0529958276622807,21,"other","tun","to do"
"85","donker","gesture",0.435887670041684,0.0442686260786739,0.349649752785741,0.522454396816667,0.418003817619048,137,0.260591141052273,13,"visual","dunkel","dark"
"86","donker","multimodal",0.440300688931051,0.0427078877165971,0.357141609051531,0.525415933793328,0.447810451575,146,0.260591141052273,13,"visual","dunkel","dark"
"87","donker","vocal",0.211670368337804,0.0373697410135232,0.147193258059385,0.295959926546234,0.187219310522727,150,0.260591141052273,13,"visual","dunkel","dark"
"88","dood","gesture",0.75602172047801,0.0407825287878991,0.670457223296984,0.829520692532332,0.815517407025,28,0.401950775375,23,"animate","tot","dead"
"89","dood","multimodal",0.734358077385097,0.0370075139212088,0.655782625906904,0.801395844604106,0.784267666681818,45,0.401950775375,23,"animate","tot","dead"
"90","dood","vocal",0.423358570613411,0.0559079856377989,0.320038696871229,0.536313673460538,0.41356663165,51,0.401950775375,23,"animate","tot","dead"
"91","dragen","gesture",0.583579786748044,0.0416298249864556,0.500815049884471,0.66179702474805,0.611329607880952,77,0.420788644355952,69,"manual","tragen","to carry"
"92","dragen","multimodal",0.561889541455482,0.0420244901399501,0.479876998076993,0.642171992733536,0.567911916857143,106,0.420788644355952,69,"manual","tragen","to carry"
"93","dragen","vocal",0.215389257008834,0.0406370816294406,0.143092298597793,0.304539263191861,0.190540963525,146,0.420788644355952,69,"manual","tragen","to carry"
"94","drinken","gesture",0.828570667489932,0.0260365137009242,0.770201566548622,0.873958328806933,0.869970859428571,9,0.189916091952381,28,"vocal_oral","trinken","to drink"
"95","drinken","multimodal",0.809230111883697,0.0280937785075436,0.751256438931505,0.858754931407565,0.801573572275,37,0.189916091952381,28,"vocal_oral","trinken","to drink"
"96","drinken","vocal",0.657074938645804,0.0391249466522259,0.577538614846573,0.729851642109046,0.68005476747619,24,0.189916091952381,28,"vocal_oral","trinken","to drink"
"97","dromen","gesture",0.48210952032785,0.045820808813021,0.392419276084376,0.573057441311133,0.502891987333333,116,0.266398165533333,10,"cognitive","träumen","to dream"
"98","dromen","multimodal",0.474645761421407,0.0457320179861448,0.389766468348416,0.563480836679636,0.485668123825,126,0.266398165533333,10,"cognitive","träumen","to dream"
"99","dromen","vocal",0.264546489309807,0.0416717409779553,0.189605498544386,0.356044779401731,0.2364938218,116,0.266398165533333,10,"cognitive","träumen","to dream"
"100","droog","gesture",0.268845080691637,0.0366126387138261,0.203247012042901,0.344457169146659,0.23746789725,186,0.056957090118421,101,"environment","trocken","dry"
"101","droog","multimodal",0.317688503595412,0.037994070818972,0.24865100096847,0.397262016796929,0.294424987368421,185,0.056957090118421,101,"environment","trocken","dry"
"102","droog","vocal",0.286666848747719,0.0464562880655304,0.199445277058076,0.386064119440032,0.28223406105,85,0.056957090118421,101,"environment","trocken","dry"
"103","één","gesture",0.855191670354074,0.0255770657303536,0.795835168741059,0.898051180744817,0.902057714214286,2,0.696073217056391,129,"quantity","eins","one"
"104","één","multimodal",0.832717940005098,0.026907700120719,0.773765962194771,0.880221659558394,0.8721747393,9,0.696073217056391,129,"quantity","eins","one"
"105","één","vocal",0.241249853904862,0.0396604918865038,0.172034577416349,0.333808083859031,0.205984497157895,131,0.696073217056391,129,"quantity","eins","one"
"106","ei","gesture",0.545621192753626,0.0476369827990391,0.451075220941236,0.638583045061203,0.518119559025,110,0.336557670289474,12,"object","Ei","egg"
"107","ei","multimodal",0.581012583251545,0.0449892783755782,0.492904028268208,0.6673886989347,0.589916989,98,0.336557670289474,12,"object","Ei","egg"
"108","ei","vocal",0.286021122209493,0.0496937860883173,0.196426990010364,0.392263014267887,0.253359318710526,107,0.336557670289474,12,"object","Ei","egg"
"109","eten","gesture",0.814034264937255,0.0301364796896402,0.746531320536356,0.866294212463545,0.86426562735,13,0.162313365040476,30,"vocal_oral","essen","to eat"
"110","eten","multimodal",0.799176047935077,0.0294709052942677,0.734747133552039,0.852478636457404,0.789264610710526,43,0.162313365040476,30,"vocal_oral","essen","to eat"
"111","eten","vocal",0.672077057888257,0.0484379073442113,0.569894533549832,0.760941535624874,0.701952262309524,21,0.162313365040476,30,"vocal_oral","essen","to eat"
"112","fluisteren","gesture",0.615289104632194,0.0442357184470448,0.525629752756125,0.698037758393649,0.575180307238095,89,0.211473007986905,76,"auditory","flüstern","to whisper"
"113","fluisteren","multimodal",0.722861375889574,0.036819431580694,0.646707974941825,0.787918490474494,0.786653315225,44,0.211473007986905,76,"auditory","flüstern","to whisper"
"114","fluisteren","vocal",0.703341393070909,0.0499174406461063,0.598583516116629,0.793115719805941,0.768121871295455,13,0.211473007986905,76,"auditory","flüstern","to whisper"
"115","fruit","gesture",0.416524774400365,0.0385412604470112,0.341445189630966,0.49322210767657,0.428201814809524,134,0.223546653572682,32,"plant","Frucht","fruit"
"116","fruit","multimodal",0.409456040881649,0.0363012378803294,0.341054342059564,0.484249489063722,0.372027340190476,165,0.223546653572682,32,"plant","Frucht","fruit"
"117","fruit","vocal",0.218347466987684,0.0372922512044906,0.153249650880617,0.304055704354967,0.204655161236842,133,0.223546653572682,32,"plant","Frucht","fruit"
"118","gaan","gesture",0.474984602384205,0.0425543980049818,0.391427551710854,0.558020090966075,0.481416819761905,124,0.283616335225,11,"locomotion","(weg)gehen","to go"
"119","gaan","multimodal",0.487097630074872,0.0397997079330178,0.408881903406163,0.56568605508541,0.4856012015,127,0.283616335225,11,"locomotion","(weg)gehen","to go"
"120","gaan","vocal",0.220423198276377,0.0399208146786024,0.152075152905607,0.31152271695535,0.201984866275,135,0.283616335225,11,"locomotion","(weg)gehen","to go"
"121","geel","gesture",0.174685596113963,0.0298718032382163,0.123519317497731,0.243479459136849,0.115368080375,205,0.0968182214821428,56,"visual","gelb","yellow"
"122","geel","multimodal",0.228789428570789,0.0324108133805076,0.170093480384299,0.30146445180789,0.212186301857143,197,0.0968182214821428,56,"visual","gelb","yellow"
"123","geel","vocal",0.17740355243663,0.0332960526419884,0.120007496257752,0.250871457998477,0.188462207477273,149,0.0968182214821428,56,"visual","gelb","yellow"
"124","geur","gesture",0.580764408529184,0.0461560012920299,0.487958183612858,0.666988390534479,0.553221136952381,95,0.42519517898445,44,"olfactory","Geruch","odor"
"125","geur","multimodal",0.665167842854809,0.0421220792000046,0.580512582569739,0.739917964819158,0.743114365552632,51,0.42519517898445,44,"olfactory","Geruch","odor"
"126","geur","vocal",0.338392427450938,0.0469773680246975,0.253966498446411,0.441047230586302,0.317919186568182,74,0.42519517898445,44,"olfactory","Geruch","odor"
"127","geurig","gesture",0.433476365448966,0.0467358565579168,0.345963253183776,0.529961735391469,0.417767235738095,138,0.137340331049199,76,"olfactory","duftend","fragrant"
"128","geurig","multimodal",0.4984194444944,0.0456494007135691,0.40898369517381,0.583787681497489,0.514338040657895,118,0.137340331049199,76,"olfactory","duftend","fragrant"
"129","geurig","vocal",0.386514991221415,0.0513313268349069,0.290624760884803,0.49303111898466,0.376997709608696,62,0.137340331049199,76,"olfactory","duftend","fragrant"
"130","geven","gesture",0.667171182662108,0.0396247060478938,0.584838559734578,0.73773616839597,0.697991415809524,55,0.428587524044818,40,"manual","geben","to give"
"131","geven","multimodal",0.65119202306575,0.0378631466319805,0.574757637377948,0.721387347811124,0.671151307840909,71,0.428587524044818,40,"manual","geben","to give"
"132","geven","vocal",0.275959375649482,0.0493484167267041,0.188836442641355,0.384886068881019,0.269403891764706,95,0.428587524044818,40,"manual","geben","to give"
"133","gezond","gesture",0.24280348857344,0.0370005630196664,0.176398784463145,0.320901095975924,0.245392808264706,184,0.0653848164010695,42,"animate","gesund","healthy"
"134","gezond","multimodal",0.258769407421383,0.0338545398161451,0.196966098876102,0.329493800549183,0.207059851175,198,0.0653848164010695,42,"animate","gesund","healthy"
"135","gezond","vocal",0.199185092382981,0.0343111932980182,0.140440724928624,0.274256031035859,0.180007991863636,156,0.0653848164010695,42,"animate","gesund","healthy"
"136","gisteren","gesture",0.308344616119673,0.0395140046908783,0.234983330906915,0.391461073821933,0.308869357475,170,0.14485084365,21,"time","gestern","yesterday"
"137","gisteren","multimodal",0.310782700201784,0.037304294538093,0.240447505183938,0.388582167267957,0.273764142357143,191,0.14485084365,21,"time","gestern","yesterday"
"138","gisteren","vocal",0.177177630886245,0.033885531009382,0.11899513947254,0.252307747506749,0.164018513825,174,0.14485084365,21,"time","gestern","yesterday"
"139","glad","gesture",0.526181331779972,0.048646525151659,0.431690244911838,0.619294102467487,0.54258701785,98,0.249069573925,49,"haptic","glatt","smooth"
"140","glad","multimodal",0.518244202898474,0.0440813413085046,0.431039756167903,0.604159593792327,0.483505533325,129,0.249069573925,49,"haptic","glatt","smooth"
"141","glad","vocal",0.293078468692776,0.0471675215193684,0.207181533619038,0.396138295408353,0.293517443925,80,0.249069573925,49,"haptic","glatt","smooth"
"142","goed","gesture",0.690424355205965,0.0411576953085375,0.602700073883225,0.765696871348326,0.723848788727273,47,0.298319216009881,19,"valence","gut","good"
"143","goed","multimodal",0.687562055559869,0.0391118066031549,0.607768260103885,0.760452708742667,0.69582648885,66,0.298319216009881,19,"valence","gut","good"
"144","goed","vocal",0.42473028945648,0.0511108196595071,0.329713968587698,0.526878146871017,0.425529572717391,47,0.298319216009881,19,"valence","gut","good"
"145","gooien","gesture",0.828635174388149,0.0291061663948483,0.762975462131628,0.878419027935615,0.882611373428571,7,0.604164954103571,82,"manual","werfen","to throw"
"146","gooien","multimodal",0.803268146536285,0.0293228581451277,0.738794191446857,0.855047560783132,0.823519724785714,24,0.604164954103571,82,"manual","werfen","to throw"
"147","gooien","vocal",0.32044193552744,0.0499071340649033,0.229712511152177,0.430328331424233,0.278446419325,89,0.604164954103571,82,"manual","werfen","to throw"
"148","groen","gesture",0.216686088770608,0.0317413492798544,0.160585479677601,0.288383840031926,0.21050517675,196,0.0415211500833333,33,"visual","grün","green"
"149","groen","multimodal",0.227330955707417,0.031064855671657,0.172297093501735,0.294195130992235,0.178649543775,202,0.0415211500833333,33,"visual","grün","green"
"150","groen","vocal",0.177414723038231,0.0356090775026031,0.11864221738549,0.258196035944798,0.168984026666667,169,0.0415211500833333,33,"visual","grün","green"
"151","grommen","gesture",0.533166466445803,0.0489348680125658,0.438214027239213,0.630538033598022,0.407591574684211,141,0.402295707030075,133,"vocal_oral","knurren","to growl"
"152","grommen","multimodal",0.713962417775868,0.0361690939256593,0.637288531774011,0.778248089424398,0.795961198159091,40,0.402295707030075,133,"vocal_oral","knurren","to growl"
"153","grommen","vocal",0.751462893836329,0.0423311292619344,0.654924360972965,0.825472800810291,0.809887281714286,8,0.402295707030075,133,"vocal_oral","knurren","to growl"
"154","groot","gesture",0.75757088404005,0.0329731813813225,0.684743506854838,0.817026684132026,0.788787937523809,33,0.469237472340909,36,"quantity","groß","big"
"155","groot","multimodal",0.762672115162265,0.0307287721342388,0.698819584344936,0.818236122660855,0.810998554136364,30,0.469237472340909,36,"quantity","groß","big"
"156","groot","vocal",0.35201321754525,0.052082992471251,0.260027222024311,0.45987431674975,0.341761081795455,66,0.469237472340909,36,"quantity","groß","big"
"157","haar","gesture",0.586529364347755,0.0463468148879172,0.491908463944304,0.669605825302325,0.588440212952381,83,0.449267074090476,65,"other","Haare","hair"
"158","haar","multimodal",0.60998074751167,0.0424133033775589,0.523022475440881,0.687973559350266,0.6407802389,80,0.449267074090476,65,"other","Haare","hair"
"159","haar","vocal",0.202874394397283,0.039424448476847,0.137215499395002,0.292838315960653,0.191513164809524,145,0.449267074090476,65,"other","Haare","hair"
"160","hand","gesture",0.61610689127476,0.0458734876541484,0.523889128258878,0.700380444794923,0.655758577357143,65,0.488834270534091,89,"manual","Hand","hand"
"161","hand","multimodal",0.636074062491814,0.0435343991049364,0.547217449716339,0.715947293144265,0.670684068875,73,0.488834270534091,89,"manual","Hand","hand"
"162","hand","vocal",0.229564259443419,0.0426160413314227,0.15676740001509,0.325980236347414,0.181849798340909,154,0.488834270534091,89,"manual","Hand","hand"
"163","hard","gesture",0.431924174787147,0.0427150711225477,0.351355186769275,0.516246692097657,0.406700899380952,142,0.0606452296333333,88,"haptic","hart","hard"
"164","hard","multimodal",0.483444829744612,0.0420861153439274,0.400739121604495,0.56870076241759,0.4563091618,143,0.0606452296333333,88,"haptic","hart","hard"
"165","hard","vocal",0.378440341370018,0.0551420974738503,0.274784761353896,0.489679575810086,0.395663932166667,55,0.0606452296333333,88,"haptic","hart","hard"
"166","hartig","gesture",0.19476197206814,0.0316366205166682,0.140514775302971,0.266395082019272,0.117691074904762,204,0.118993236119048,19,"gustatory","herzhaft","savory"
"167","hartig","multimodal",0.260979437176771,0.035198175379752,0.198094793663368,0.335498111088187,0.23668431102381,194,0.118993236119048,19,"gustatory","herzhaft","savory"
"168","hartig","vocal",0.158834098577055,0.0311199729631387,0.10677147898317,0.23324692455783,0.146680287190476,185,0.118993236119048,19,"gustatory","herzhaft","savory"
"169","heden","gesture",0.28243379883048,0.0385100118370636,0.213336109633697,0.364715800280325,0.264501402363636,180,0.164293507977273,12,"logical","gleich","same"
"170","heden","multimodal",0.313494785615654,0.0379405883826648,0.246334768541847,0.392900760798956,0.296230902977273,182,0.164293507977273,12,"logical","gleich","same"
"171","heden","vocal",0.149447982721104,0.0282688818251001,0.102193310990011,0.219209390590743,0.131937395,192,0.164293507977273,12,"logical","gleich","same"
"172","heet","gesture",0.794304470986762,0.0296303709315996,0.729220758421151,0.847006479116556,0.835045079380952,22,0.308049028555952,16,"temperature","heiß","hot"
"173","heet","multimodal",0.785049622345663,0.0294026845801943,0.721995000770285,0.836903592915768,0.801214337227273,38,0.308049028555952,16,"temperature","heiß","hot"
"174","heet","vocal",0.49098203287298,0.0536331446640589,0.38471430699141,0.598040057336645,0.526996050825,37,0.308049028555952,16,"temperature","heiß","hot"
"175","het","gesture",0.152239166711216,0.0269314976829649,0.106003547753888,0.215216965119051,0.11103755215,206,0.0275255195,17,"social","es","it"
"176","het","multimodal",0.1690404893488,0.0267318905946579,0.123649354081458,0.22729516678622,0.10767776102381,206,0.0275255195,17,"social","es","it"
"177","het","vocal",0.145697560968995,0.0323005616542929,0.0931939767239201,0.219643667787304,0.13520328052381,189,0.0275255195,17,"social","es","it"
"178","hij","gesture",0.332545879584067,0.0397496416184104,0.25801305306453,0.420320400634343,0.270915819977273,177,0.181042783681818,55,"social","er","he"
"179","hij","multimodal",0.414379391226062,0.041323197658147,0.335685628633417,0.49829837445915,0.404208344931818,157,0.181042783681818,55,"social","er","he"
"180","hij","vocal",0.23483463855504,0.0410757979235247,0.163419748939552,0.323848235049631,0.22316556125,122,0.181042783681818,55,"social","er","he"
"181","hoekig","gesture",0.588069545871739,0.0427777165858722,0.502278048176928,0.668986281012768,0.607616180045455,78,0.449466462152273,86,"shape","eckig","angular"
