"trial_order","dyad","participant_dyad","participant_ID","exp_part","modality","expressibility_dutch","concept","correction","guess_binary","cosine_similarity","stimulus","answer","SemanticSubcat","sessionID","perf_dyad","perf_participant_dyad","perf_participant_ID","mean_cosine_similarity","median_cosine_similarity"
4,35,0,55,1,"combined",0.598288311266584,"old",0,0,0.02,"oud","rugpijn","time","35_1",50,57.1428571428571,57.1428571428571,0.677857142857143,1
39,37,0,59,1,"combined",0.656370403148978,"female",0,0,-0.045,"vrouw","giechelen","animate","37_1",50,42.8571428571429,42.8571428571429,0.535428571428571,0.385
41,37,0,59,1,"combined",0.80478903012149,"snake",0,0,0.169,"slang","zwemmen","animal","37_1",50,42.8571428571429,42.8571428571429,0.535428571428571,0.385
53,37,1,60,1,"combined",0.814537922310332,"to jump",0,0,0.066,"springen","wind","locomotion","37_1",50,57.1428571428571,57.1428571428571,0.674857142857143,1
3,38,0,61,1,"combined",0.818182220108296,"angry",0,0,0.627,"boos","woede","valence","38_1",28.5714285714286,28.5714285714286,28.5714285714286,0.512142857142857,0.29
5,38,0,61,1,"combined",0.682424716627464,"fly",0,0,0.15,"vlieg","bij","animal","38_1",28.5714285714286,28.5714285714286,28.5714285714286,0.512142857142857,0.29
8,38,0,61,1,"combined",0.857717036574825,"to sleep",0,0,0.272,"slapen","ontspannen","survival","38_1",28.5714285714286,28.5714285714286,28.5714285714286,0.512142857142857,0.29
49,39,1,64,1,"combined",0.782999080138815,"cat",0,0,0.801,"kat","poes","animal","39_1",57.1428571428571,71.4285714285714,71.4285714285714,0.855571428571429,1
5,40,0,67,1,"combined",0.550625431083315,"far",0,0,0.075,"ver","gooien","spatial","40_1",57.1428571428571,57.1428571428571,57.1428571428571,0.626428571428571,1
7,40,0,67,1,"combined",0.770642312607539,"thick",0,0,0.093,"dik","ei","quantity","40_1",57.1428571428571,57.1428571428571,57.1428571428571,0.626428571428571,1
16,40,1,68,1,"combined",0.713962417775868,"to growl",0,0,0.066,"grommen","monster","vocal_oral","40_1",57.1428571428571,57.1428571428571,57.1428571428571,0.822857142857143,1
32,41,1,70,1,"combined",0.581012583251545,"egg",0,0,0.005,"ei","vallen","object","41_1",42.8571428571429,28.5714285714286,28.5714285714286,0.435285714285714,0.354
24,42,0,71,1,"combined",0.797175441371254,"happy",0,0,0.061,"blij","wandelen","valence","42_1",42.8571428571429,42.8571428571429,42.8571428571429,0.53,0.426
8,43,0,73,1,"combined",0.716614849190809,"sick",0,0,0.111,"ziek","opgelucht","animate","43_1",42.8571428571429,57.1428571428571,57.1428571428571,0.643571428571429,1
39,44,0,75,1,"combined",0.409843169892478,"bitter",0,0,0.004,"bitter","eten","gustatory","44_1",28.5714285714286,42.8571428571429,42.8571428571429,0.485428571428571,0.185
48,44,1,76,1,"combined",0.673077034619221,"disgusted",0,0,0.326,"walgen","smerig","valence","44_1",28.5714285714286,14.2857142857143,14.2857142857143,0.489,0.415
49,44,1,76,1,"combined",0.820863352178508,"silent",0,0,0.431,"stil","fluisteren","auditory","44_1",28.5714285714286,14.2857142857143,14.2857142857143,0.489,0.415
21,45,0,77,1,"combined",0.806460221089258,"bird",0,0,0.433,"vogel","vliegen","animal","45_1",28.5714285714286,28.5714285714286,28.5714285714286,0.562857142857143,0.435
16,46,1,80,1,"combined",0.682815334308846,"to hunt",0,0,0.194,"jagen","hakken","survival","46_1",57.1428571428571,57.1428571428571,57.1428571428571,0.642428571428571,1
44,47,0,81,1,"combined",0.806355112315007,"to fly",0,0,0.745,"vliegen","vliegtuig","locomotion","47_1",28.5714285714286,14.2857142857143,14.2857142857143,0.452285714285714,0.311
45,47,0,81,1,"combined",0.762309813460577,"to smell",0,0,0.195,"ruiken","zoet","olfactory","47_1",28.5714285714286,14.2857142857143,14.2857142857143,0.452285714285714,0.311
7,4,0,87,1,"combined",0.543249319540667,"squeak",0,0,0.081,"piepen","parkeren","auditory","4_1",57.1428571428571,42.8571428571429,42.8571428571429,0.481571428571429,0.243
9,4,0,87,1,"combined",0.671311406311871,"to suck",0,0,-0.024,"zuigen","spannend","vocal_oral","4_1",57.1428571428571,42.8571428571429,42.8571428571429,0.481571428571429,0.243
34,51,1,92,1,"combined",0.307835133794218,"sweet",0,0,0.134,"zoet","kiespijn","gustatory","51_1",35.7142857142857,42.8571428571429,42.8571428571429,0.566714285714286,0.412
3,53,0,95,1,"combined",0.603966694081322,"fire",0,0,0.091,"vuur","pijn","object","53_1",50,42.8571428571429,42.8571428571429,0.6,0.6945
5,53,0,95,1,"combined",0.785049622345663,"hot",0,0,0.12,"heet","pijn","temperature","53_1",50,42.8571428571429,42.8571428571429,0.6,0.6945
18,53,1,96,1,"combined",0.803268146536285,"to throw",0,0,0.937,"gooien","werpen","manual","53_1",50,57.1428571428571,57.1428571428571,0.801571428571429,1
53,54,1,98,1,"combined",0.786001237160513,"to crawl",0,0,0.029,"kruipen","schaap","locomotion","54_1",42.8571428571429,42.8571428571429,42.8571428571429,0.646285714285714,0.757
12,55,1,100,1,"combined",0.734358077385097,"dead",0,0,0.192,"dood","vallen","animate","55_1",35.7142857142857,28.5714285714286,28.5714285714286,0.505142857142857,0.192
46,5,0,109,1,"combined",0.820194675119722,"to fight",0,0,0.308,"vechten","slaan","survival","5_1",28.5714285714286,14.2857142857143,14.2857142857143,0.367285714285714,0.308
25,60,0,111,1,"combined",0.577087113295253,"sour",0,0,0.03,"zuur","snijden","gustatory","60_1",42.8571428571429,28.5714285714286,28.5714285714286,0.463428571428571,0.446
27,60,0,111,1,"combined",0.740356572783746,"to hear",0,0,0.446,"horen","begrijpen","auditory","60_1",42.8571428571429,28.5714285714286,28.5714285714286,0.463428571428571,0.446
24,62,0,115,1,"combined",0.582985856060995,"not",0,0,0.043,"niet","arrogant","logical","62_1",35.7142857142857,42.8571428571429,42.8571428571429,0.588666666666667,0.6925
22,65,0,121,1,"combined",0.639905020121821,"loud",0,0,0.008,"luidruchtig","mars","auditory","65_1",35.7142857142857,28.5714285714286,28.5714285714286,0.398142857142857,0.136
25,65,0,121,1,"combined",0.779274600156361,"small",0,0,-0.01,"klein","dansen","quantity","65_1",35.7142857142857,28.5714285714286,28.5714285714286,0.398142857142857,0.136
34,65,1,122,1,"combined",0.719579068930045,"rain",0,0,0.294,"regen","waterval","environment","65_1",35.7142857142857,42.8571428571429,42.8571428571429,0.691714285714286,0.698
44,66,0,123,1,"combined",0.560816179699852,"thunder",0,0,0.072,"onweer","raken","environment","66_1",42.8571428571429,14.2857142857143,14.2857142857143,0.418571428571429,0.316
45,66,0,123,1,"combined",0.808464019729012,"to swim",0,0,0.433,"zwemmen","vis","locomotion","66_1",42.8571428571429,14.2857142857143,14.2857142857143,0.418571428571429,0.316
25,69,0,127,1,"combined",0.831792245684357,"to run",0,0,0.235,"rennen","hijgen","locomotion","69_1",28.5714285714286,28.5714285714286,28.5714285714286,0.481571428571429,0.471
26,69,0,127,1,"combined",0.83908076354321,"to walk",0,0,0.12,"lopen","fluiten","locomotion","69_1",28.5714285714286,28.5714285714286,28.5714285714286,0.481571428571429,0.471
36,69,1,128,1,"combined",0.574876010515767,"water",0,0,0.273,"water","dorstig","environment","69_1",28.5714285714286,28.5714285714286,28.5714285714286,0.694285714285714,0.739
39,70,0,131,1,"combined",0.819687004635733,"cold",0,0,0.229,"koud","bibberen","temperature","70_1",35.7142857142857,42.8571428571429,42.8571428571429,0.592428571428571,0.463
49,70,1,132,1,"combined",0.72586293491431,"fast",0,0,0.116,"snel","schaatsen","manner","70_1",35.7142857142857,28.5714285714286,28.5714285714286,0.422857142857143,0.207
53,70,1,132,1,"combined",0.65119202306575,"to give",0,0,0.39,"geven","cadeau","manual","70_1",35.7142857142857,28.5714285714286,28.5714285714286,0.422857142857143,0.207
25,71,0,133,1,"combined",0.835895891065153,"sad",0,0,0.389,"verdrietig","huilen","valence","71_1",0,0,0,0.395714285714286,0.389
30,71,1,134,1,"combined",0.689936218632502,"I",0,0,0.03,"ik","douchen","social","71_1",0,0,0,0.0927142857142857,0.028
31,71,1,134,1,"combined",0.762672115162265,"big",0,0,-0.038,"groot","kriebelen","quantity","71_1",0,0,0,0.0927142857142857,0.028
32,71,1,134,1,"combined",0.687562055559869,"good",0,0,0.028,"goed","dansen","valence","71_1",0,0,0,0.0927142857142857,0.028
34,71,1,134,1,"combined",0.665167842854809,"odor",0,0,0.19,"geur","vies","olfactory","71_1",0,0,0,0.0927142857142857,0.028
35,71,1,134,1,"combined",0.561280966931274,"to know",0,0,-0.019,"weten","dj","cognitive","71_1",0,0,0,0.0927142857142857,0.028
36,71,1,134,1,"combined",0.722861375889574,"to whisper",0,0,0.006,"fluisteren","slang","auditory","71_1",0,0,0,0.0927142857142857,0.028
40,72,0,135,1,"combined",0.741024648680267,"fish",0,0,0.141,"vis","zinken","animal","72_1",35.7142857142857,28.5714285714286,28.5714285714286,0.587333333333333,0.6675
45,72,0,135,1,"combined",0.588114856958718,"to stand",0,0,0.048,"staan","schattig","locomotion","72_1",35.7142857142857,28.5714285714286,28.5714285714286,0.587333333333333,0.6675
13,7,1,138,1,"combined",0.779877846324741,"dog",0,0,0.542,"hond","blaffen","animal","7_1",28.5714285714286,14.2857142857143,14.2857142857143,0.539142857142857,0.474
49,9,1,142,1,"combined",0.749105900955685,"high",0,0,0.077,"hoog","grijpen","auditory","9_1",64.2857142857143,71.4285714285714,71.4285714285714,0.801428571428571,1
17,59,1,108,1,"combined",0.799176047935077,"to eat",0,1,1,"eten","eten","vocal_oral","59_1",21.4285714285714,42.8571428571429,42.8571428571429,0.696285714285714,0.792
45,5,0,109,1,"combined",0.809230111883697,"to drink",0,1,1,"drinken","drinken","vocal_oral","5_1",28.5714285714286,14.2857142857143,14.2857142857143,0.367285714285714,0.308
27,69,0,127,1,"combined",0.641802506189562,"wind",0,1,1,"wind","wind","environment","69_1",28.5714285714286,28.5714285714286,28.5714285714286,0.481571428571429,0.471
