trial_order,trial_type,participant,word,modality,answer,correction,sessionID,exp_part,dyad,pcnID
45,practice,0,glimlach,gebaren,blij,0,45_2,2,45,77
46,practice,0,glimlach,gebaren,glimlachen,1,45_2,2,45,77
47,practice,0,glimlach,gebaren,vrolijk,2,45_2,2,45,77
48,practice,0,sneeuw,gebaren,sneeuw,0,45_2,2,45,77
49,target,0,zoemen,gebaren,dansen,0,45_2,2,45,77
50,target,0,zoemen,gebaren,swingen,1,45_2,2,45,77
51,target,0,zoemen,gebaren,feesten,2,45_2,2,45,77
52,target,0,bliksem,gebaren,gooien,0,45_2,2,45,77
53,target,0,bliksem,gebaren,onweer,1,45_2,2,45,77
54,target,0,bliksem,gebaren,elektrisiteit,2,45_2,2,45,77
55,target,0,scherp,gebaren,snee,0,45_2,2,45,77
56,target,0,scherp,gebaren,snijden,1,45_2,2,45,77
57,target,0,scherp,gebaren,verwonden,2,45_2,2,45,77
58,target,0,bijten,gebaren,bijten,0,45_2,2,45,77
59,target,0,blazen,gebaren,blazen,0,45_2,2,45,77
60,target,0,springen,gebaren,springen,0,45_2,2,45,77
61,target,0,likken,gebaren,likken,0,45_2,2,45,77
62,practice,1,fiets,gebaren,fietsen,0,45_2,2,45,78
63,practice,1,fiets,gebaren,wielrennen,1,45_2,2,45,78
64,practice,1,fiets,gebaren,motor,2,45_2,2,45,78
65,practice,1,zwaaien,gebaren,zwaaien,0,45_2,2,45,78
66,target,1,walgen,gebaren,ziek,0,45_2,2,45,78
67,target,1,walgen,gebaren,vies,1,45_2,2,45,78
68,target,1,walgen,gebaren,stinken,2,45_2,2,45,78
69,target,1,hond,gebaren,hond,0,45_2,2,45,78
70,target,1,vrouw,gebaren,model,0,45_2,2,45,78
71,target,1,vrouw,gebaren,strand,1,45_2,2,45,78
72,target,1,vrouw,gebaren,ik,2,45_2,2,45,78
73,target,1,bang,gebaren,bang,0,45_2,2,45,78
74,target,1,langzaam,gebaren,lopen,0,45_2,2,45,78
75,target,1,langzaam,gebaren,bejaarde,1,45_2,2,45,78
76,target,1,langzaam,gebaren,langzaam,2,45_2,2,45,78
77,target,1,onweer,gebaren,bliksem,0,45_2,2,45,78
78,target,1,onweer,gebaren,onweer,1,45_2,2,45,78
79,target,1,kruipen,gebaren,robot,0,45_2,2,45,78
80,target,1,kruipen,gebaren,kruipen,1,45_2,2,45,78
81,practice,0,eend,combinatie,eend,0,45_2,2,45,77
82,practice,0,zingen,combinatie,zingen,0,45_2,2,45,77
83,target,0,ik,combinatie,vrouw,0,45_2,2,45,77
84,target,0,ik,combinatie,jezelf,1,45_2,2,45,77
85,target,0,ik,combinatie,juichen,2,45_2,2,45,77
86,target,0,ei,combinatie,eend,0,45_2,2,45,77
87,target,0,ei,combinatie,hart,1,45_2,2,45,77
88,target,0,ei,combinatie,snavel,2,45_2,2,45,77
89,target,0,blij,combinatie,vrolijk,0,45_2,2,45,77
90,target,0,blij,combinatie,blij,1,45_2,2,45,77
91,target,0,zwaar,combinatie,ontspannen,0,45_2,2,45,77
92,target,0,zwaar,combinatie,zwaar,1,45_2,2,45,77
93,target,0,stil,combinatie,fluisteren,0,45_2,2,45,77
94,target,0,stil,combinatie,stilte,1,45_2,2,45,77
95,target,0,stil,combinatie,stil,2,45_2,2,45,77
96,target,0,slang,combinatie,slang,0,45_2,2,45,77
97,target,0,staan,combinatie,lopen,0,45_2,2,45,77
98,target,0,staan,combinatie,hakken,1,45_2,2,45,77
99,target,0,staan,combinatie,overeenstemming,2,45_2,2,45,77
100,practice,1,telefoon,combinatie,bellen,0,45_2,2,45,78
101,practice,1,telefoon,combinatie,telefoon,1,45_2,2,45,78
102,practice,1,vliegtuig,combinatie,vliegen,0,45_2,2,45,78
103,practice,1,vliegtuig,combinatie,vliegtuig,1,45_2,2,45,78
104,target,1,kat,combinatie,kat,0,45_2,2,45,78
105,target,1,vis,combinatie,vis,0,45_2,2,45,78
106,target,1,misschien,combinatie,denken,0,45_2,2,45,78
107,target,1,misschien,combinatie,twijfelen,1,45_2,2,45,78
108,target,1,misschien,combinatie,overwegen,2,45_2,2,45,78
109,target,1,staart,combinatie,staart,0,45_2,2,45,78
110,target,1,grommen,combinatie,beer,0,45_2,2,45,78
111,target,1,grommen,combinatie,wolf,1,45_2,2,45,78
112,target,1,grommen,combinatie,grommen,2,45_2,2,45,78
113,target,1,jagen,combinatie,boogschieten,0,45_2,2,45,78
114,target,1,jagen,combinatie,jagen,1,45_2,2,45,78
115,target,1,water,combinatie,zee,0,45_2,2,45,78
116,target,1,water,combinatie,water,1,45_2,2,45,78
1,practice,0,koken,combinatie,bakken,0,46_1,1,46,79
2,practice,0,auto,combinatie,autorijden,0,46_1,1,46,79
3,target,0,kind,combinatie,baby,0,46_1,1,46,79
4,target,0,snel,combinatie,rennen,0,46_1,1,46,79
5,target,0,zoet,combinatie,lekker,0,46_1,1,46,79
6,target,0,blazen,combinatie,blazen,0,46_1,1,46,79
7,target,0,eten,combinatie,eten,0,46_1,1,46,79
8,target,0,vallen,combinatie,vallen,0,46_1,1,46,79
9,target,0,likken,combinatie,likken,0,46_1,1,46,79
10,practice,1,snijden,combinatie,snijden,0,46_1,1,46,80
11,practice,1,gek,combinatie,gekke bek,0,46_1,1,46,80
12,target,1,zoemen,combinatie,vlieg,0,46_1,1,46,80
13,target,1,koud,combinatie,koud,0,46_1,1,46,80
14,target,1,heet,combinatie,heet,0,46_1,1,46,80
15,target,1,niet,combinatie,oneens,0,46_1,1,46,80
16,target,1,jagen,combinatie,hakken,0,46_1,1,46,80
17,target,1,springen,combinatie,springen,0,46_1,1,46,80
18,target,1,staan,combinatie,staan,0,46_1,1,46,80
19,practice,0,haasten,gebaren,rennen,0,46_1,1,46,79
20,practice,0,olifant,gebaren,olifant,0,46_1,1,46,79
21,target,0,groot,gebaren,sterk,0,46_1,1,46,79
22,target,0,zwaar,gebaren,buigen,0,46_1,1,46,79
23,target,0,verdrietig,gebaren,sip,0,46_1,1,46,79
24,target,0,ziek,gebaren,ziek,0,46_1,1,46,79
25,target,0,zuur,gebaren,vies,0,46_1,1,46,79
26,target,0,vliegen,gebaren,vogel,0,46_1,1,46,79
27,target,0,lopen,gebaren,lopen,0,46_1,1,46,79
28,practice,1,rijk,gebaren,rijk,0,46_1,1,46,80
29,practice,1,dansen,gebaren,dansen,0,46_1,1,46,80
30,target,1,vogel,gebaren,vliegen,0,46_1,1,46,80
31,target,1,dood,gebaren,dood,0,46_1,1,46,80
32,target,1,klein,gebaren,klein,0,46_1,1,46,80
33,target,1,ademen,gebaren,ademen,0,46_1,1,46,80
34,target,1,slapen,gebaren,slapen,0,46_1,1,46,80
35,target,1,zuigen,gebaren,eten,0,46_1,1,46,80
36,target,1,water,gebaren,water,0,46_1,1,46,80
37,practice,0,comfortabel,geluiden,zoemen,0,46_1,1,46,79
38,practice,0,leeg,geluiden,lachen,0,46_1,1,46,79
39,target,0,ik,geluiden,piepen,0,46_1,1,46,79
40,target,0,vlieg,geluiden,zoemen,0,46_1,1,46,79
41,target,0,bliksem,geluiden,bom,0,46_1,1,46,79
42,target,0,staart,geluiden,racewagen,0,46_1,1,46,79
43,target,0,kauwen,geluiden,smakken,0,46_1,1,46,79
44,target,0,ruiken,geluiden,snuiven,0,46_1,1,46,79
45,target,0,zwemmen,geluiden,langskomen,0,46_1,1,46,79
46,practice,1,knippen,geluiden,drinken,0,46_1,1,46,80
47,practice,1,bloem,geluiden,persoon,0,46_1,1,46,80
48,target,1,ver,geluiden,ademen,0,46_1,1,46,80
49,target,1,zout,geluiden,slurpen,0,46_1,1,46,80
50,target,1,onweer,geluiden,schieten,0,46_1,1,46,80
51,target,1,verbranden,geluiden,gewond,0,46_1,1,46,80
52,target,1,kruipen,geluiden,bewegen,0,46_1,1,46,80
53,target,1,grommen,geluiden,beer,0,46_1,1,46,80
54,target,1,gooien,geluiden,vuurwerk,0,46_1,1,46,80
1,practice,0,zwaaien,gebaren,zwaaien,0,46_2,2,46,79
2,practice,0,glimlach,gebaren,glimlach,0,46_2,2,46,79
3,target,0,boos,gebaren,boos,0,46_2,2,46,79
4,target,0,kat,gebaren,kat,0,46_2,2,46,79
5,target,0,vuur,gebaren,wassen,0,46_2,2,46,79
6,target,0,vuur,gebaren,stromen,1,46_2,2,46,79
7,target,0,vuur,gebaren,water,2,46_2,2,46,79
8,target,0,hoorn,gebaren,trompet,0,46_2,2,46,79
9,target,0,hoorn,gebaren,eenhoorn,1,46_2,2,46,79
10,target,0,hoorn,gebaren,hoorn,2,46_2,2,46,79
11,target,0,vechten,gebaren,boksen,0,46_2,2,46,79
12,target,0,vechten,gebaren,vechten,1,46_2,2,46,79
13,target,0,lachen,gebaren,lachen,0,46_2,2,46,79
14,target,0,rennen,gebaren,rennen,0,46_2,2,46,79
15,practice,1,bal,gebaren,bal,0,46_2,2,46,80
16,practice,1,sneeuw,gebaren,sneeuw,0,46_2,2,46,80
17,target,1,hond,gebaren,hond,0,46_2,2,46,80
18,target,1,blij,gebaren,glimlach,0,46_2,2,46,80
19,target,1,blij,gebaren,blij,1,46_2,2,46,80
20,target,1,man,gebaren,man,0,46_2,2,46,80
21,target,1,scherp,gebaren,doorn,0,46_2,2,46,80
22,target,1,scherp,gebaren,snee,1,46_2,2,46,80
23,target,1,scherp,gebaren,gewond,2,46_2,2,46,80
24,target,1,stil,gebaren,stil,0,46_2,2,46,80
25,target,1,sterk,gebaren,sterk,0,46_2,2,46,80
26,target,1,geven,gebaren,geven,0,46_2,2,46,80
27,practice,0,juichen,geluiden,blij,0,46_2,2,46,79
28,practice,0,juichen,geluiden,winnen,1,46_2,2,46,79
29,practice,0,juichen,geluiden,juichen,2,46_2,2,46,79
30,practice,0,geheim,geluiden,stil,0,46_2,2,46,79
31,practice,0,geheim,geluiden,stilte,1,46_2,2,46,79
32,practice,0,geheim,geluiden,fluisteren,2,46_2,2,46,79
33,target,0,vrouw,geluiden,aandacht,0,46_2,2,46,79
34,target,0,vrouw,geluiden,oneens,1,46_2,2,46,79
35,target,0,vrouw,geluiden,ruzie,2,46_2,2,46,79
36,target,0,vis,geluiden,vis,0,46_2,2,46,79
37,target,0,goed,geluiden,ja,0,46_2,2,46,79
38,target,0,goed,geluiden,begrijpen,1,46_2,2,46,79
39,target,0,goed,geluiden,eens,2,46_2,2,46,79
40,target,0,dik,geluiden,buikpijn,0,46_2,2,46,79
41,target,0,dik,geluiden,vol,1,46_2,2,46,79
42,target,0,dik,geluiden,tegenvaller,2,46_2,2,46,79
43,target,0,bijten,geluiden,eten,0,46_2,2,46,79
44,target,0,bijten,geluiden,happen,1,46_2,2,46,79
45,target,0,bijten,geluiden,smikkelen,2,46_2,2,46,79
46,target,0,vangen,geluiden,vliegen,0,46_2,2,46,79
47,target,0,vangen,geluiden,woe,1,46_2,2,46,79
48,target,0,vangen,geluiden,lucht,2,46_2,2,46,79
49,target,0,weten,geluiden,eens,0,46_2,2,46,79
50,practice,1,fiets,geluiden,schuiven,0,46_2,2,46,80
51,practice,1,fiets,geluiden,sleeen,1,46_2,2,46,80
52,practice,1,fiets,geluiden,skieen,2,46_2,2,46,80
53,practice,1,vliegtuig,geluiden,wind,0,46_2,2,46,80
54,practice,1,vliegtuig,geluiden,waaien,1,46_2,2,46,80
55,practice,1,vliegtuig,geluiden,rijden,2,46_2,2,46,80
56,target,1,bitter,geluiden,vies,0,46_2,2,46,80
57,target,1,bitter,geluiden,lekker,1,46_2,2,46,80
58,target,1,bitter,geluiden,vies,2,46_2,2,46,80
59,target,1,luidruchtig,geluiden,kletsen,0,46_2,2,46,80
60,target,1,luidruchtig,geluiden,ruzie,1,46_2,2,46,80
61,target,1,luidruchtig,geluiden,verwarring,2,46_2,2,46,80
62,target,1,misschien,geluiden,verbazing,0,46_2,2,46,80
63,target,1,misschien,geluiden,teleurstelling,1,46_2,2,46,80
64,target,1,misschien,geluiden,kiezen,2,46_2,2,46,80
65,target,1,piepen,geluiden,bellen,0,46_2,2,46,80
66,target,1,piepen,geluiden,achteruit rijden,1,46_2,2,46,80
67,target,1,piepen,geluiden,vogel,2,46_2,2,46,80
68,target,1,huilen,geluiden,lachen,0,46_2,2,46,80
69,target,1,huilen,geluiden,huilen,1,46_2,2,46,80
70,target,1,slaan,geluiden,schieten,0,46_2,2,46,80
71,target,1,slaan,geluiden,bom,1,46_2,2,46,80
72,target,1,slaan,geluiden,oorlog,2,46_2,2,46,80
73,target,1,wind,geluiden,wind,0,46_2,2,46,80
74,practice,0,zingen,combinatie,zingen,0,46_2,2,46,79
75,practice,0,eend,combinatie,eend,0,46_2,2,46,79
76,target,0,walgen,combinatie,vol,0,46_2,2,46,79
77,target,0,walgen,combinatie,vies,1,46_2,2,46,79
78,target,0,walgen,combinatie,genoeg,2,46_2,2,46,79
79,target,0,berg,combinatie,skieen,0,46_2,2,46,79
80,target,0,berg,combinatie,berg,1,46_2,2,46,79
81,target,0,geur,combinatie,ruiken,0,46_2,2,46,79
82,target,0,geur,combinatie,geur,1,46_2,2,46,79
83,target,0,oud,combinatie,oud,0,46_2,2,46,79
84,target,0,regen,combinatie,regen,0,46_2,2,46,79
85,target,0,langzaam,combinatie,slowmotion,0,46_2,2,46,79
86,target,0,langzaam,combinatie,langzaam,1,46_2,2,46,79
87,target,0,slang,combinatie,slang,0,46_2,2,46,79
88,practice,1,klok,combinatie,tijd,0,46_2,2,46,80
89,practice,1,klok,combinatie,klok,1,46_2,2,46,80
90,practice,1,telefoon,combinatie,telefoon,0,46_2,2,46,80
91,target,1,ei,combinatie,kuiken,0,46_2,2,46,80
92,target,1,ei,combinatie,ei,1,46_2,2,46,80
93,target,1,hoog,combinatie,lang,0,46_2,2,46,80
94,target,1,hoog,combinatie,reaching,1,46_2,2,46,80
95,target,1,hoog,combinatie,groeien,2,46_2,2,46,80
96,target,1,bang,combinatie,schrikken,0,46_2,2,46,80
97,target,1,bang,combinatie,bang,1,46_2,2,46,80
98,target,1,drinken,combinatie,drinken,0,46_2,2,46,80
99,target,1,horen,combinatie,luisteren,0,46_2,2,46,80
100,target,1,horen,combinatie,horen,1,46_2,2,46,80
101,target,1,kotsen,combinatie,kotsen,0,46_2,2,46,80
102,target,1,fluisteren,combinatie,fluisteren,0,46_2,2,46,80
1,practice,0,dansen,geluiden,zingen,0,47_1,1,47,81
2,practice,0,snijden,geluiden,mes,0,47_1,1,47,81
3,target,0,kat,geluiden,kat,0,47_1,1,47,81
4,target,0,blij,geluiden,blij,0,47_1,1,47,81
5,target,0,stil,geluiden,stilte,0,47_1,1,47,81
6,target,0,slang,geluiden,water,0,47_1,1,47,81
7,target,0,zoet,geluiden,wekker,0,47_1,1,47,81
8,target,0,kauwen,geluiden,eten,0,47_1,1,47,81
9,target,0,slapen,geluiden,slapen,0,47_1,1,47,81
10,practice,1,gek,geluiden,lachen,0,47_1,1,47,82
11,practice,1,leeg,geluiden,blazen,0,47_1,1,47,82
12,target,1,zwaar,geluiden,ziek,0,47_1,1,47,82
13,target,1,misschien,geluiden,bij,0,47_1,1,47,82
14,target,1,oud,geluiden,dood,0,47_1,1,47,82
15,target,1,zuur,geluiden,walging,0,47_1,1,47,82
16,target,1,slaan,geluiden,vallen,0,47_1,1,47,82
17,target,1,lopen,geluiden,stampen,0,47_1,1,47,82
18,target,1,wind,geluiden,wind,0,47_1,1,47,82
19,practice,0,koken,gebaren,koken,0,47_1,1,47,81
20,practice,0,olifant,gebaren,olifant,0,47_1,1,47,81
21,target,0,boos,gebaren,wandelen,0,47_1,1,47,81
22,target,0,vis,gebaren,vis,0,47_1,1,47,81
23,target,0,bliksem,gebaren,explosie,0,47_1,1,47,81
24,target,0,niet,gebaren,leegte,0,47_1,1,47,81
25,target,0,bang,gebaren,enthousiasme,0,47_1,1,47,81
26,target,0,kruipen,gebaren,dier,0,47_1,1,47,81
27,target,0,grommen,gebaren,boos,0,47_1,1,47,81
28,practice,1,comfortabel,gebaren,tevreden,0,47_1,1,47,82
29,practice,1,bloem,gebaren,bloem,0,47_1,1,47,82
30,target,1,walgen,gebaren,vies,0,47_1,1,47,82
31,target,1,vuur,gebaren,vuurwerk,0,47_1,1,47,82
32,target,1,hoog,gebaren,hoog,0,47_1,1,47,82
33,target,1,hoorn,gebaren,fluiten,0,47_1,1,47,82
34,target,1,bijten,gebaren,kauwen,0,47_1,1,47,82
35,target,1,drinken,gebaren,drinken,0,47_1,1,47,82
36,target,1,zuigen,gebaren,rietje,0,47_1,1,47,82
37,practice,0,rijk,combinatie,rijkdom,0,47_1,1,47,81
38,practice,0,knippen,combinatie,schaar,0,47_1,1,47,81
39,target,0,ik,combinatie,persoon,0,47_1,1,47,81
40,target,0,vogel,combinatie,vogel,0,47_1,1,47,81
41,target,0,dood,combinatie,bewusteloos,0,47_1,1,47,81
42,target,0,vlieg,combinatie,mug,0,47_1,1,47,81
43,target,0,berg,combinatie,huis,0,47_1,1,47,81
44,target,0,vliegen,combinatie,vliegtuig,0,47_1,1,47,81
45,target,0,ruiken,combinatie,zoet,0,47_1,1,47,81
46,practice,1,auto,combinatie,rijden,0,47_1,1,47,82
47,practice,1,haasten,combinatie,haasten,0,47_1,1,47,82
48,target,1,zoemen,combinatie,brommen,0,47_1,1,47,82
49,target,1,ei,combinatie,ei,0,47_1,1,47,82
50,target,1,zout,combinatie,kaars,0,47_1,1,47,82
51,target,1,staart,combinatie,aap,0,47_1,1,47,82
52,target,1,springen,combinatie,skippiebal,0,47_1,1,47,82
53,target,1,gooien,combinatie,gooien,0,47_1,1,47,82
54,target,1,kotsen,combinatie,kotsen,0,47_1,1,47,82
1,practice,0,eend,combinatie,eend,0,47_2,2,47,81
2,practice,0,geheim,combinatie,stilte,0,47_2,2,47,81
3,practice,0,geheim,combinatie,stil,1,47_2,2,47,81
4,practice,0,geheim,combinatie,zwijgen,2,47_2,2,47,81
5,target,0,bitter,combinatie,bedorven,0,47_2,2,47,81
6,target,0,bitter,combinatie,pittig,1,47_2,2,47,81
7,target,0,bitter,combinatie,vies,2,47_2,2,47,81
8,target,0,goed,combinatie,blijdschap,0,47_2,2,47,81
9,target,0,goed,combinatie,geluk,1,47_2,2,47,81
10,target,0,goed,combinatie,slagen,2,47_2,2,47,81
11,target,0,man,combinatie,man,0,47_2,2,47,81
12,target,0,verdrietig,combinatie,huilen,0,47_2,2,47,81
13,target,0,verdrietig,combinatie,verdriet,1,47_2,2,47,81
14,target,0,verdrietig,combinatie,verdrietig,2,47_2,2,47,81
15,target,0,vallen,combinatie,enthousiasme,0,47_2,2,47,81
16,target,0,vallen,combinatie,vallen,1,47_2,2,47,81
17,target,0,lachen,combinatie,lachen,0,47_2,2,47,81
18,target,0,water,combinatie,water,0,47_2,2,47,81
19,practice,1,sneeuw,combinatie,regen,0,47_2,2,47,82
20,practice,1,sneeuw,combinatie,sneeuw,1,47_2,2,47,82
21,practice,1,zwaaien,combinatie,zwaaien,0,47_2,2,47,82
22,target,1,groot,combinatie,lang,0,47_2,2,47,82
23,target,1,groot,combinatie,reus,1,47_2,2,47,82
24,target,1,groot,combinatie,groeien,2,47_2,2,47,82
25,target,1,koud,combinatie,koud,0,47_2,2,47,82
26,target,1,ziek,combinatie,ziek,0,47_2,2,47,82
27,target,1,onweer,combinatie,bliksem,0,47_2,2,47,82
28,target,1,onweer,combinatie,onweer,1,47_2,2,47,82
29,target,1,vechten,combinatie,vechten,0,47_2,2,47,82
30,target,1,horen,combinatie,luisteren,0,47_2,2,47,82
31,target,1,horen,combinatie,roddelen,1,47_2,2,47,82
32,target,1,horen,combinatie,oor,2,47_2,2,47,82
33,target,1,fluisteren,combinatie,fluisteren,0,47_2,2,47,82
34,practice,0,bal,geluiden,bal,0,47_2,2,47,81
35,practice,0,telefoon,geluiden,bellen,0,47_2,2,47,81
36,practice,0,telefoon,geluiden,telefoon,1,47_2,2,47,81
37,target,0,hond,geluiden,hond,0,47_2,2,47,81
38,target,0,ver,geluiden,snel,0,47_2,2,47,81
39,target,0,ver,geluiden,geluid,1,47_2,2,47,81
40,target,0,ver,geluiden,echo,2,47_2,2,47,81
41,target,0,regen,geluiden,waterval,0,47_2,2,47,81
42,target,0,regen,geluiden,vallen,1,47_2,2,47,81
43,target,0,regen,geluiden,slaan,2,47_2,2,47,81
44,target,0,blazen,geluiden,wind,0,47_2,2,47,81
45,target,0,blazen,geluiden,blazen,1,47_2,2,47,81
46,target,0,ademen,geluiden,hijgen,0,47_2,2,47,81
47,target,0,ademen,geluiden,buitenadem,1,47_2,2,47,81
48,target,0,ademen,geluiden,rennen,2,47_2,2,47,81
49,target,0,weten,geluiden,idee,0,47_2,2,47,81
50,target,0,weten,geluiden,denken,1,47_2,2,47,81
51,target,0,weten,geluiden,luisteren,2,47_2,2,47,81
52,target,0,likken,geluiden,zuigen,0,47_2,2,47,81
53,target,0,likken,geluiden,likken,1,47_2,2,47,81
54,practice,1,fiets,geluiden,fietsen,0,47_2,2,47,82
55,practice,1,klok,geluiden,tijd,0,47_2,2,47,82
56,target,1,kind,geluiden,moeder,0,47_2,2,47,82
57,target,1,kind,geluiden,baby,1,47_2,2,47,82
58,target,1,kind,geluiden,troosten,2,47_2,2,47,82
59,target,1,vrouw,geluiden,begrijpen,0,47_2,2,47,82
60,target,1,vrouw,geluiden,flirten,1,47_2,2,47,82
61,target,1,vrouw,geluiden,verliefd,2,47_2,2,47,82
62,target,1,geur,geluiden,huilen,0,47_2,2,47,82
63,target,1,geur,geluiden,ruiken,1,47_2,2,47,82
64,target,1,geur,geluiden,lekker,2,47_2,2,47,82
65,target,1,scherp,geluiden,pijn,0,47_2,2,47,82
66,target,1,scherp,geluiden,steken,1,47_2,2,47,82
67,target,1,scherp,geluiden,prikken,2,47_2,2,47,82
68,target,1,verbranden,geluiden,vallen,0,47_2,2,47,82
69,target,1,verbranden,geluiden,ongeluk,1,47_2,2,47,82
70,target,1,verbranden,geluiden,neerstorten,2,47_2,2,47,82
71,target,1,geven,geluiden,luisteren,0,47_2,2,47,82
72,target,1,geven,geluiden,begrijpen,1,47_2,2,47,82
73,target,1,geven,geluiden,praten,2,47_2,2,47,82
74,target,1,zwemmen,geluiden,muis,0,47_2,2,47,82
75,target,1,zwemmen,geluiden,zee,1,47_2,2,47,82
76,target,1,zwemmen,geluiden,duiken,2,47_2,2,47,82
77,practice,0,juichen,gebaren,cheerleader,0,47_2,2,47,81
78,practice,0,juichen,gebaren,feesten,1,47_2,2,47,81
79,practice,0,juichen,gebaren,dansen,2,47_2,2,47,81
80,practice,0,vliegtuig,gebaren,vliegen,0,47_2,2,47,81
81,practice,0,vliegtuig,gebaren,zweven,1,47_2,2,47,81
82,practice,0,vliegtuig,gebaren,balanceren,2,47_2,2,47,81
83,target,0,snel,gebaren,rennen,0,47_2,2,47,81
84,target,0,snel,gebaren,snel,1,47_2,2,47,81
85,target,0,luidruchtig,gebaren,schreeuwen,0,47_2,2,47,81
86,target,0,luidruchtig,gebaren,roepen,1,47_2,2,47,81
87,target,0,luidruchtig,gebaren,geluid,2,47_2,2,47,81
88,target,0,langzaam,gebaren,langzaam,0,47_2,2,47,81
89,target,0,piepen,gebaren,muis,0,47_2,2,47,81
90,target,0,piepen,gebaren,rat,1,47_2,2,47,81
91,target,0,piepen,gebaren,knagen,2,47_2,2,47,81
92,target,0,dik,gebaren,dik,0,47_2,2,47,81
93,target,0,vangen,gebaren,vangen,0,47_2,2,47,81
94,target,0,staan,gebaren,shouders,0,47_2,2,47,81
95,target,0,staan,gebaren,bovenlichaam,1,47_2,2,47,81
96,target,0,staan,gebaren,model,2,47_2,2,47,81
97,practice,1,zingen,gebaren,zingen,0,47_2,2,47,82
98,practice,1,glimlach,gebaren,glimlach,0,47_2,2,47,82
99,target,1,heet,gebaren,warm,0,47_2,2,47,82
100,target,1,heet,gebaren,verbrand,1,47_2,2,47,82
101,target,1,heet,gebaren,heet,2,47_2,2,47,82
102,target,1,klein,gebaren,klein,0,47_2,2,47,82
103,target,1,sterk,gebaren,sterk,0,47_2,2,47,82
104,target,1,huilen,gebaren,huilen,0,47_2,2,47,82
105,target,1,eten,gebaren,eten,0,47_2,2,47,82
106,target,1,jagen,gebaren,schieten,0,47_2,2,47,82
107,target,1,jagen,gebaren,doodschieten,1,47_2,2,47,82
108,target,1,jagen,gebaren,jagen,2,47_2,2,47,82
109,target,1,rennen,gebaren,rennen,0,47_2,2,47,82
1,practice,0,auto,geluiden,auto,0,48_1,1,48,83
2,practice,0,koken,geluiden,stoom,0,48_1,1,48,83
3,target,0,ver,geluiden,vuurwerk,0,48_1,1,48,83
4,target,0,blij,geluiden,idee,0,48_1,1,48,83
5,target,0,hoog,geluiden,formule 1,0,48_1,1,48,83
6,target,0,bang,geluiden,koud,0,48_1,1,48,83
7,target,0,slang,geluiden,slang,0,48_1,1,48,83
8,target,0,drinken,geluiden,drinken,0,48_1,1,48,83
9,target,0,zuigen,geluiden,slurpen,0,48_1,1,48,83
10,practice,1,gek,geluiden,verbaasd,0,48_1,1,48,84
11,practice,1,olifant,geluiden,olifant,0,48_1,1,48,84
12,target,1,vogel,geluiden,duif,0,48_1,1,48,84
13,target,1,oud,geluiden,moe,0,48_1,1,48,84
14,target,1,zoet,geluiden,gapen,0,48_1,1,48,84
15,target,1,vangen,geluiden,inhaleren,0,48_1,1,48,84
16,target,1,kauwen,geluiden,smakken,0,48_1,1,48,84
17,target,1,vliegen,geluiden,wind,0,48_1,1,48,84
18,target,1,zwemmen,geluiden,vliegen,0,48_1,1,48,84
19,practice,0,bloem,combinatie,bloem,0,48_1,1,48,83
20,practice,0,rijk,combinatie,uitgeven,0,48_1,1,48,83
21,target,0,niet,combinatie,afkeuren,0,48_1,1,48,83
22,target,0,geur,combinatie,ruiken,0,48_1,1,48,83
23,target,0,verdrietig,combinatie,huilen,0,48_1,1,48,83
24,target,0,scherp,combinatie,verbranden,0,48_1,1,48,83
25,target,0,langzaam,combinatie,traag,0,48_1,1,48,83
26,target,0,huilen,combinatie,verdrietig,0,48_1,1,48,83
27,target,0,weten,combinatie,ontdekken,0,48_1,1,48,83
28,practice,1,haasten,combinatie,haast,0,48_1,1,48,84
29,practice,1,dansen,combinatie,dansen,0,48_1,1,48,84
30,target,1,ik,combinatie,ik,0,48_1,1,48,84
31,target,1,zoemen,combinatie,bij,0,48_1,1,48,84
32,target,1,klein,combinatie,klein,0,48_1,1,48,84
33,target,1,piepen,combinatie,muis,0,48_1,1,48,84
34,target,1,verbranden,combinatie,branden,0,48_1,1,48,84
35,target,1,ruiken,combinatie,ruiken,0,48_1,1,48,84
36,target,1,kotsen,combinatie,overgeven,0,48_1,1,48,84
1,practice,0,zingen,combinatie,zingen,0,48_2,2,48,83
2,practice,0,telefoon,combinatie,bellen,0,48_2,2,48,83
3,practice,0,telefoon,combinatie,telefoon,1,48_2,2,48,83
4,target,0,snel,combinatie,rennen,0,48_2,2,48,83
5,target,0,snel,combinatie,snel,1,48_2,2,48,83
6,target,0,vuur,combinatie,heet,0,48_2,2,48,83
7,target,0,vuur,combinatie,vulkaan,1,48_2,2,48,83
8,target,0,vuur,combinatie,fornuis,2,48_2,2,48,83
9,target,0,hoorn,combinatie,hoorns,0,48_2,2,48,83
10,target,0,hoorn,combinatie,hoorn,1,48_2,2,48,83
11,target,0,bliksem,combinatie,bliksem,0,48_2,2,48,83
12,target,0,zout,combinatie,proeven,0,48_2,2,48,83
13,target,0,zout,combinatie,suiker,1,48_2,2,48,83
14,target,0,zout,combinatie,zout,2,48_2,2,48,83
15,target,0,stil,combinatie,stil,0,48_2,2,48,83
16,target,0,likken,combinatie,likken,0,48_2,2,48,83
17,practice,1,vliegtuig,combinatie,vliegtuig,0,48_2,2,48,84
18,practice,1,bal,combinatie,bal,0,48_2,2,48,84
